,Name,Rating,Number of Ratings,Price,Region,Winery,Wine style,Alcohol content,Grapes,Food pairings,Bold,Tannin,Sweet,Acidic
19,Max's Shiraz - Cabernet 2019,4.0,561,21.99,Australia / South Australia,Penfolds,Australian Cabernet - Shiraz,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Poultry']",85.0,47.68,8.05,44.07
20,The Formula Robert's Shiraz 2017,3.9,225,15.99,Australia / South Australia / Barossa / Barossa Valley,Small Gully,Australian Shiraz,15.9,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,43.67,19.47,42.11
21,Foamo 2020,3.9,27,29.99,Australia / Western Australia / South West Australia / Great Southern / Mount Barker,Express Winemakers,,13.79454297,,[],61.73,46.29526972,9.05,53.555
22,Moscato Rosé 2020,3.8,76,13.99,Australia / Victoria,Innocent Bystander,,13.79454297,,[],61.73,46.29526972,9.05,53.555
23,The Warden (Reserve) 2017,3.8,317,21.99,Australia / South Eastern Australia,19 Crimes,Australian Shiraz,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,42.81,11.53,43.28
24,Angels' Share Shiraz 2020,3.9,1803,26.99,Australia / South Australia / Fleurieu / McLaren Vale,Two Hands,Australian Shiraz,14.2,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,45.84,20.08,44.14
25,Semillon 2017,3.8,75,21.84,Australia / New South Wales / Hunter Valley,Silkman,,13.79454297,,[],61.73,46.29526972,9.05,53.555
26,Cabernet Sauvignon (Batch No. 1 & 3) 2017,3.8,1696,12.99,Australia / South Eastern Australia,Gentleman's Collection,Australian Cabernet Sauvignon,13.79454297,,"['Beef', 'Lamb', 'Poultry']",76.34,49.36,16.02,47.89
27,Chocolate Factory Shiraz 2019,4.0,86,21.49,Australia / South Australia / Fleurieu / McLaren Vale,Zonte's Footstep,Australian Shiraz,14.5,Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,46.07,16.96,44.91
28,Filius Chardonnay 2018,3.8,541,20.89,Australia / Western Australia / South West Australia / Margaret River,Vasse Felix,Australian Chardonnay,13.0,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",53.1818,46.29526972,9.05,53.555
29,Red Silk Shiraz 2016,3.8,111,18.99,Australia / South Australia / Fleurieu / McLaren Vale,Oliverhill,Australian Shiraz,15.0,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,47.14,20.18,42.58
30,The Stump Jump White Blend 2016,3.9,257,11.99,Australia / South Australia / Fleurieu / McLaren Vale,d'Arenberg,Australian Riesling,11.0,100 Riesling,"['Pork', 'Shellfish', 'Poultry', 'Appetizers and snacks', 'Cured Meat']",44.259,46.29526972,9.05,53.555
31,Killerman's Run Shiraz 2018,3.8,1141,22.83,Australia / South Australia / Mount Lofty Ranges / Clare Valley,Kilikanoon,Australian Shiraz,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,46.77,20.1,43.79
32,Entity Shiraz 2019,4.2,280,34.94,Australia / South Australia / Barossa / Barossa Valley,John Duval,Australian Shiraz,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",84.27,45.34,21.84,43.32
33,Catapult Shiraz 2016,3.8,420,19.99,Australia / South Australia / Fleurieu / McLaren Vale,Wirra Wirra,Australian Shiraz,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",84.33,48.52,18.5,44.97
34,Sémillon 2021,3.9,124,21.5,Australia / New South Wales / Hunter Valley,Brokenwood,,13.79454297,,[],61.73,46.29526972,9.05,53.555
35,Alfredo Dried Grape Shiraz 2014,3.9,438,28.49,Australia / South Australia,Nugan,Australian Shiraz,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,44.91,29.94,41.87
36,The Scooter Merlot 2014,4.0,463,27.99,Australia / South Australia / Fleurieu / McLaren Vale,Mollydooker,Australian Merlot,15.0,100 Merlot,"['Beef', 'Lamb', 'Veal']",68.86,19.81,10.28,10.47
37,Traditionale Riesling 2019,3.8,307,23.74,Australia / South Australia / Mount Lofty Ranges / Clare Valley,Pikes,Australian Riesling,11.0,100 Riesling,"['Pork', 'Shellfish', 'Poultry', 'Appetizers and snacks', 'Cured Meat']",41.9521,46.29526972,9.05,53.555
38,The Stump Jump White Blend 2017,3.9,1037,11.99,Australia / South Australia / Fleurieu / McLaren Vale,d'Arenberg,Australian Riesling,12.5,"Riesling, Marsanne","['Pork', 'Shellfish', 'Poultry', 'Appetizers and snacks', 'Cured Meat']",44.259,46.29526972,9.05,53.555
39,Bin 51 Riesling 2017,3.8,298,42.99,Australia / South Australia / Barossa / Eden Valley,Penfolds,Australian Riesling,12.5,100 Riesling,"['Pork', 'Shellfish', 'Poultry', 'Appetizers and snacks', 'Cured Meat']",42.4737,46.29526972,9.05,53.555
40,Valley Floor Shiraz 2017,4.1,1288,30.0,Australia / South Australia / Barossa,Langmeil,Australian Shiraz,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,45.86,20.32,43.07
41,Sparkling Shiraz 2016,3.9,153,16.31,Australia / South Australia / Barossa / Barossa Valley,Schild Estate,Australian Sparkling Shiraz,13.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Mature and hard cheese', 'Goat cheese']",61.73,46.29526972,9.05,53.555
42,Shiraz 2015,3.9,62,22.0,Australia / Victoria / Central Victoria / Heathcote,Cambrian Rock,Australian Shiraz,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,43.25,22.98,43.31
43,Julius Shiraz 2017,4.0,85,18.95,Australia / South Australia / Barossa / Barossa Valley,Nietschke,Australian Shiraz,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",83.03,46.82,30.61,39.19
44,Assyrtiko 2018,3.9,251,38.49,Australia / South Australia / Mount Lofty Ranges / Clare Valley,Jim Barry,,13.79454297,,[],61.73,46.29526972,9.05,53.555
45,The Lodge Hill Shiraz 2015,3.8,696,19.99,Australia / South Australia / Mount Lofty Ranges / Clare Valley,Jim Barry,Australian Shiraz,14.0,100 Merlot,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,47.6,18.03,45.43
46,Samuel's Collection Bush Vine Grenache 2020,4.0,84,17.09,Australia / South Australia / Barossa,Yalumba,,13.79454297,,[],61.73,46.29526972,9.05,53.555
47,Forest White 2018,4.0,29,40.0,Australia / South Australia / Mount Lofty Ranges / Adelaide Hills,Manon,Australian Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",42.5,46.29526972,9.05,53.555
48,Filius Cabernet Sauvignon 2019,3.9,545,21.84,Australia / Western Australia / South West Australia / Margaret River,Vasse Felix,Australian Cabernet Sauvignon,14.0,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Poultry']",65.28,55.53,3.75,54.46
49,d'Arry's Original Shiraz - Grenache 2018,3.8,306,17.09,Australia / South Australia / Fleurieu / McLaren Vale,d'Arenberg,Australian Rhône Blend Red,14.5,"Shiraz/Syrah, Grenache","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",85.0,49.39,8.55,45.15
50,The Hermit Crab Viognier - Marsanne 2020,3.9,353,16.99,Australia / South Australia / Fleurieu / McLaren Vale,d'Arenberg,,13.79454297,,[],61.73,46.29526972,9.05,53.555
51,The Twenty-Eight Road Mourvèdre 2010,4.0,61,33.98,Australia / South Australia / Fleurieu / McLaren Vale,d'Arenberg,,13.79454297,,[],61.73,46.29526972,9.05,53.555
52,The Bothie 2012,3.8,26,19.0,Australia / South Australia / Barossa / Barossa Valley,Torbreck,,13.79454297,,[],61.73,46.29526972,9.05,53.555
53,Leston Shiraz 2015,4.0,111,40.49,Australia / Western Australia / South West Australia / Margaret River,Howard Park,Australian Shiraz,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",82.72,44.04,17.82,42.65
54,Kangarilla Grenache (Old Vines) 2002,3.9,62,40.0,Australia / South Australia / Fleurieu / McLaren Vale,Clarendon Hills,,13.79454297,,[],61.73,46.29526972,9.05,53.555
55,The Menzies Cabernet Sauvignon 2013,4.0,269,39.89,Australia / South Australia / Limestone Coast / Coonawarra,Yalumba,Australian Cabernet Sauvignon,14.0,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Poultry']",66.81,55.92,11.51,51.89
56,Stonehorse Grenache - Shiraz (Mourvèdre) 2017,3.8,353,29.17,Australia / South Australia / Barossa / Barossa Valley,Kaesler,Australian Rhône Blend Red,14.0,100 Grenache,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",85.0,44.95,11.81,44.18
57,Little Yering Shiraz 2016,3.8,84,20.0,Australia / Victoria / Port Phillip / Yarra Valley,Yering Station,Australian Shiraz,14.3,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,50.31,22.19,42.83
58,Shiraz 2019,3.8,37,22.9,Australia / Victoria / Western Victoria / Grampians,Ben Haines,Australian Shiraz,13.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",81.6,52.63,4.19,55.29
59,FRNC Sommerville Vineyard Cabernet Franc 2017,3.8,83,31.0,Australia / South Australia / Fleurieu / McLaren Vale,Brash Higgins,,13.79454297,,[],61.73,46.29526972,9.05,53.555
60,Bobbie Burns Shiraz 2013,3.8,316,33.37,Australia / Victoria / North East Victoria / Rutherglen,Campbells,Australian Shiraz,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",81.93,40.7,18.98,41.04
61,Frasca's Lane Vineyard Chardonnay 2019,3.9,59,18.99,Australia / Victoria,Nugan,Australian Chardonnay,13.79454297,,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",51.69,46.29526972,11.51,49.16
62,The Footbolt Shiraz 2019,3.8,474,17.99,Australia / South Australia / Fleurieu / McLaren Vale,d'Arenberg,Australian Shiraz,14.5,100 Chardonnay,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",84.15,50.04,17.74,45.29
63,Siblings Shiraz 2018,3.8,162,25.2,Australia / Western Australia / South West Australia / Margaret River,Leeuwin Estate,Australian Shiraz,13.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",82.93,45.91,15.63,45.57
64,Angela Shiraz 2018,3.9,90,25.5,Australia / South Australia / Fleurieu / McLaren Vale,Mitolo,Australian Shiraz,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",84.88,48.36,23.71,45.04
65,Now by Paxton Shiraz 2021,3.8,26,19.99,Australia / South Australia / Fleurieu / McLaren Vale,Paxton,Australian Shiraz,14.0,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",81.46,44.26,16.78,43.59
66,The Stump Jump White Blend 2019,3.9,100,11.99,Australia / South Australia / Fleurieu / McLaren Vale,d'Arenberg,Australian Riesling,11.5,"54 Riesling, 30 Marsanne, 16 Roussanne","['Pork', 'Shellfish', 'Poultry', 'Appetizers and snacks', 'Cured Meat']",44.259,46.29526972,9.05,53.555
67,Pride of the Fleurieu Cabernet Sauvignon 2015,3.9,81,19.99,Australia / South Australia / Fleurieu,Dandelion Vineyards,Australian Cabernet Sauvignon,14.0,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Poultry']",68.15,52.87,8.0,53.22
68,Prelude Vineyards Chardonnay 2020,3.9,153,34.99,Australia / Western Australia / South West Australia / Margaret River,Leeuwin Estate,Australian Chardonnay,13.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",54.0391,46.29526972,9.05,53.555
69,Moppa Shiraz 2017,4.0,376,32.99,Australia / South Australia,Kalleske,Australian Shiraz,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,43.27,21.77,41.77
70,Bin 51 Riesling 2019,3.9,151,42.99,Australia / South Australia / Barossa / Eden Valley,Penfolds,Australian Riesling,12.5,100 Riesling,"['Pork', 'Shellfish', 'Poultry', 'Appetizers and snacks', 'Cured Meat']",42.4737,46.29526972,9.05,53.555
71,Three Gardens Shiraz - Mourvèdre - Grenache 2012,3.8,287,21.99,Australia / South Australia / Barossa,Langmeil,Australian Rhône Blend Red,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",85.0,44.77,5.81,43.92
72,Cuvée Juveniles 2019,3.9,198,18.99,Australia / South Australia / Barossa,Torbreck,Australian Rhône Blend Red,15.0,"Shiraz/Syrah, Grenache, Mourvedre","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",85.0,47.1,12.78,45.01
73,The Steading 2017,4.1,526,37.98,Australia / South Australia / Barossa / Barossa Valley,Torbreck,Australian Rhône Blend Red,15.0,"Shiraz/Syrah, Mataro, Grenache","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",85.0,45.38,10.77,43.06
74,Shiraz 2018,3.8,203,18.99,Australia / South Australia / Fleurieu / McLaren Vale,Thomas Goss,Australian Shiraz,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,49.22,20.21,44.79
75,Plexus White 2016,4.0,58,52.99,Australia / South Australia / Barossa / Barossa Valley,John Duval,,13.79454297,,[],61.73,46.29526972,9.05,53.555
76,Shays Flat Vineyard Shiraz 2014,3.8,225,22.48,Australia / Victoria / Western Victoria / Pyrenees,Domaine Tournon,Australian Shiraz,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",84.72,49.1,19.42,43.61
77,Ladies Who Shoot Their Lunch Shiraz 2018,4.0,65,44.09,Australia / Victoria,Fowles Wine,Australian Shiraz,14.0,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",84.11,45.44,15.41,47.67
78,The Scooter Merlot 2015,3.9,701,27.99,Australia / South Australia / Fleurieu / McLaren Vale,Mollydooker,Australian Merlot,15.0,100 Merlot,"['Beef', 'Lamb', 'Veal']",68.86,19.81,10.28,10.47
79,Bella's Garden Shiraz 2003,4.3,38,56.99,Australia / South Australia / Barossa / Barossa Valley,Two Hands,Australian Shiraz,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,46.52,21.84,42.98
80,Filius Cabernet Sauvignon 2018,3.9,554,20.89,Australia / Western Australia / South West Australia / Margaret River,Vasse Felix,Australian Cabernet Sauvignon,14.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Poultry']",65.23,55.48,3.89,54.53
81,The Bolter Shiraz 2018,3.9,48,14.95,Australia / South Australia,Mr. Riggs,Australian Shiraz,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,44.65,17.81,42.15
82,Tolmer Cabernet Sauvignon 2019,3.8,253,29.28,Australia / South Australia / Limestone Coast / Coonawarra,Penley Estate,Australian Cabernet Sauvignon,14.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Poultry']",66.68,60.92,7.64,54.65
83,Director's Cut Shiraz 2012,4.1,1091,35.99,Australia / South Australia / Fleurieu / Langhorne Creek,Heartland,Australian Shiraz,14.8,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,45.85,21.67,42.02
84,Mother's Milk Shiraz 2020,3.9,154,16.14,Australia / South Australia / Barossa,First Drop,Australian Shiraz,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,42.44,18.06,42.39
85,Max's Cabernet Sauvignon 2016,3.9,1111,19.99,Australia / South Australia,Penfolds,Australian Cabernet Sauvignon,14.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Poultry']",68.33,55.45,7.89,53.45
86,Resolution Pinot Noir 2018,3.9,206,35.0,Australia / Tasmania,Devil's Corner,Australian Pinot Noir,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",40.83,16.05,16.05,51.08
87,The Boxer Shiraz 2018,4.1,3094,27.99,Australia / South Australia / Fleurieu / McLaren Vale,Mollydooker,Australian Shiraz,16.0,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,47.06,22.26,42.96
88,Blewitt Springs Chenin Pet Nat 2017,3.9,56,36.0,Australia / South Australia / Fleurieu / McLaren Vale,Jauma,,13.79454297,,[],61.73,46.29526972,9.05,53.555
89,Filius Chardonnay 2020,3.9,295,20.89,Australia / Western Australia / South West Australia / Margaret River,Vasse Felix,Australian Chardonnay,12.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",53.1818,46.29526972,9.05,53.555
90,Diamond Label Traminer - Riesling 2012,3.8,350,10.99,Australia / South Eastern Australia,Rosemount,,13.79454297,,[],61.73,46.29526972,9.05,53.555
91,Dragon's Blood Cabernet Sauvignon 2019,3.8,29,28.5,Australia / South Australia / Fleurieu / McLaren Vale,Gemtree,Australian Cabernet Sauvignon,13.79454297,,"['Beef', 'Lamb', 'Poultry']",68.11,59.71,6.25,50.87
92,Snake Charmer Shiraz 2016,3.9,173,33.99,Australia / South Australia / Fleurieu / McLaren Vale,Vinaceous,Australian Shiraz,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,45.85,18.44,44.92
93,Cliff Edge Shiraz 2015,3.9,174,32.0,Australia / Victoria / Western Victoria / Grampians,Mount Langi Ghiran,Australian Shiraz,14.0,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",82.99,44.17,19.26,44.85
94,The Maitre d'Cabernet Sauvignon 2019,4.0,380,25.94,Australia / South Australia / Fleurieu / McLaren Vale,Mollydooker,Australian Cabernet Sauvignon,16.0,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Poultry']",70.23,56.28,13.08,53.49
95,Bullets Before Cannonballs 2019,4.0,120,22.99,Australia / South Australia / Lower Murray / Riverland,Ricca Terra,,13.79454297,,[],61.73,46.29526972,9.05,53.555
96,Miamup Cabernet Sauvignon 2018,4.1,73,17.09,Australia / Western Australia / South West Australia / Margaret River,Howard Park,Australian Cabernet Sauvignon,13.79454297,,"['Beef', 'Lamb', 'Poultry']",64.93,54.41,7.57,52.18
97,Henry’s Drive Shiraz 2010,4.0,36,49.0,Australia / South Australia / Limestone Coast / Padthaway,Vintage Longbottom,Australian Shiraz,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,46.29,23.68,40.84
98,Art Series Sauvignon Blanc 2014,3.9,113,35.99,Australia / Western Australia / South West Australia / Margaret River,Leeuwin Estate,Australian Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",42.6353,46.29526972,9.05,53.555
99,Blanquito 2020,3.8,35,24.99,Australia / South Australia / Mount Lofty Ranges / Adelaide Hills,Somos,,13.79454297,,[],61.73,46.29526972,9.05,53.555
100,Bugalugs Shiraz 2020,4.0,51,21.99,Australia / South Australia / Barossa,Tim Smith,Australian Shiraz,14.0,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,40.59,19.82,43.15
101,Highbury Fields Chardonnay 2019,3.8,30,26.67,Australia / Western Australia / South West Australia / Great Southern / Mount Barker,Forest Hill,Australian Chardonnay,13.0,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",52.8461,46.29526972,9.05,53.555
102,Ladies Who Shoot Their Lunch Wild Ferment Chardonnay 2019,4.2,27,43.99,Australia / Victoria / Central Victoria / Strathbogie Ranges,Fowles Wine,Australian Chardonnay,13.3,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",58.9356,46.29526972,9.05,53.555
103,The Scooter Merlot 2020,3.8,29,27.99,Australia / South Australia / Fleurieu / McLaren Vale,Mollydooker,Australian Merlot,15.5,100 Merlot,"['Beef', 'Lamb', 'Veal']",68.86,19.81,10.28,10.47
104,The Bothie 2012,3.8,26,19.0,Australia / South Australia / Barossa / Barossa Valley,Torbreck,,13.79454297,,[],61.73,46.29526972,9.05,53.555
105,Titan Cabernet Sauvignon 2019,4.2,46,19.99,Australia / South Australia / Fleurieu / McLaren Vale,Alpha Crucis,Australian Cabernet Sauvignon,14.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Poultry']",69.42,60.84,0.72,53.97
106,Bin 28 Shiraz 2019,4.1,1074,26.99,Australia / South Australia / Barossa / Barossa Valley,Penfolds,Australian Shiraz,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,46.42,20.04,42.9
107,The Steading 2018,4.1,492,35.25,Australia / South Australia / Barossa / Barossa Valley,Torbreck,Australian Rhône Blend Red,15.0,Grenache,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",85.0,45.38,10.77,43.06
108,Miss Molly Sparkling Shiraz 2019,3.8,116,27.99,Australia / South Australia / Limestone Coast / Padthaway,Mollydooker,Australian Sparkling Shiraz,15.0,Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Mature and hard cheese', 'Goat cheese']",61.73,46.29526972,9.05,53.555
109,Icarus 2018,3.9,128,21.96,Australia / Victoria,Konpira Maru,Australian Bordeaux Blend,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",84.42,48.73,4.09,59.86
110,Shiraz 2014,3.8,484,26.99,Australia / South Australia / Fleurieu / McLaren Vale,Yangarra,Australian Shiraz,14.0,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",84.96,47.27,18.28,42.73
111,Promised Land Shiraz 2019,3.9,315,6.5,Australia / South Australia,Taylors / Wakefield,Australian Shiraz,14.0,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",83.33,45.89,19.63,43.5
112,Single Vineyard Stomper's Cabernet Sauvignon 2018,3.8,896,16.14,Australia / New South Wales / Big Rivers / Riverina,Nugan,Australian Cabernet Sauvignon,13.79454297,,"['Beef', 'Lamb', 'Poultry']",65.98,54.72,14.03,56.75
113,Pash Rash Pet Nat 2021,4.0,73,45.0,Australia / South Australia / Mount Lofty Ranges / Adelaide Hills,Borachio,,13.79454297,,[],61.73,46.29526972,9.05,53.555
