,Name,Rating,Number of Ratings,Price,Region,Winery,Wine style,Alcohol content,Grapes,Food pairings,Bold,Tannin,Sweet,Acidic
10,Bannockburn Pinot Noir 2016,4.2,860,39.95,New Zealand / South Island / Central Otago,Felton Road,New Zealand Pinot Noir,13.5,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",24.73,21.17,10.82,61.9
11,La Côte Pinot Noir 2018,3.8,37,40.5,New Zealand / North Island / Gisborne,Millton,New Zealand Pinot Noir,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",19.78,22.88,6.15,65.53
12,Tom's Block Pinot Noir 2016,4.0,266,29.99,New Zealand / South Island / Nelson,Neudorf Vineyards,New Zealand Pinot Noir,13.5,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",22.18,24.28,9.55,65.15
13,Single Vineyard Sauvignon Blanc 2020,4.1,476,21.99,New Zealand / South Island / Marlborough,Auntsfield,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.77,46.29526972,4.23,78.53
14,Private Bin Sauvignon Blanc 2021,4.2,4638,11.72,New Zealand / South Island / Marlborough,Villa Maria,New Zealand Sauvignon Blanc,13.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.5,46.29526972,3.84,76.76
15,Estate Chardonnay 2016,3.9,258,29.94,New Zealand / North Island / Auckland / Kumeu,Kumeu River,New Zealand Chardonnay,14.0,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",51.97,46.29526972,4.98,57.79
16,Riesling 2019,3.9,43,33.75,New Zealand / South Island / Canterbury / Waipara,Pegasus Bay,New Zealand Riesling,13.79454297,,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",33.84,46.29526972,22.49,78.07
17,Petit Clos Pinot Noir 2020,3.8,70,20.5,New Zealand / South Island / Marlborough,Clos Henri Vineyard,New Zealand Pinot Noir,13.5,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",19.65,23.16,3.06,65.15
18,Riesling 2015,3.8,421,27.5,New Zealand / South Island / Canterbury / Waipara,Pegasus Bay,New Zealand Riesling,12.5,100 Riesling,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",33.84,46.29526972,22.49,78.07
19,Grüner Veltliner 2017,3.8,45,15.99,New Zealand / South Island / Marlborough,Jules Taylor,,13.79454297,,[],61.73,46.29526972,9.05,53.555
20,Single Vineyard Pinot Noir 2020,3.8,42,34.17,New Zealand / South Island / Marlborough,Auntsfield,New Zealand Pinot Noir,14.0,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",28.55,25.16,8.32,63.26
21,Marlborough Sauvignon Blanc 2019,4.2,1906,18.99,New Zealand / South Island / Marlborough,Rapaura Springs,New Zealand Sauvignon Blanc,13.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",33.43,46.29526972,6.98,73.61
22,Petit Clos Sauvignon Blanc 2019,3.8,481,18.99,New Zealand / South Island / Marlborough,Clos Henri Vineyard,New Zealand Sauvignon Blanc,13.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.01,46.29526972,2.84,77.41
23,Wild Sauvignon 2020,4.2,205,25.94,New Zealand / South Island / Marlborough,Greywacke,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",35.9,46.29526972,4.86,75.8
24,Cape Crest Sauvignon Blanc 2020,4.1,105,39.5,New Zealand / North Island / Hawke's Bay,Te Mata,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",34.2,46.29526972,6.96,75.25
25,Regional Reserve Sauvignon Blanc 2021,3.8,158,16.98,New Zealand / South Island / Marlborough,Glazebrook,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",31.57,46.29526972,2.39,78.41
26,Liaison Pinot Noir 2014,4.0,48,29.99,New Zealand / South Island / Canterbury,Mountford Estate,New Zealand Pinot Noir,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",21.18,25.36,10.9,58.31
27,Arona Sauvignon Blanc 2016,4.0,123,11.95,New Zealand / South Island / Marlborough,Barker's Marque Wines,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.62,46.29526972,9.05,79.47
28,Select Blocks Sauvignon Blanc 2020,3.8,56,19.99,New Zealand / South Island / Marlborough,Babich,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.54,46.29526972,7.03,74.24
29,Estate Series Sauvignon Blanc 2021,4.2,957,18.99,New Zealand / South Island / Marlborough,Misty Cove,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",31.15,46.29526972,5.57,74.05
30,Marlborough Sauvignon Blanc 2021,3.8,80,11.99,New Zealand / South Island / Marlborough,Mussel Bay,New Zealand Sauvignon Blanc,12.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.3,46.29526972,2.11,79.34
31,Sauvignon Blanc 2013,4.1,4144,32.05,New Zealand / South Island / Marlborough,Cloudy Bay,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.38,46.29526972,0.9,78.81
32,Sur Lie Sauvignon Blanc 2021,4.1,48,14.24,New Zealand / South Island / Marlborough,Mount Fishtail,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.0,46.29526972,9.05,77.47
33,Rays Road Chardonnay 2018,3.9,71,32.94,New Zealand / North Island / Hawke's Bay,Kumeu River,New Zealand Chardonnay,13.0,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",49.91,46.29526972,9.05,52.86
34,Single Vineyard Sauvignon Blanc 2021,4.1,41,21.5,New Zealand / South Island / Marlborough,Tohu,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.96,46.29526972,2.75,79.12
35,Sauvignon Blanc Te Muna Road Vineyard 2020,4.2,908,23.99,New Zealand / North Island / Wairarapa / Martinborough,Craggy Range,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.49,46.29526972,1.25,78.25
36,Cashburn Pinot Noir 2015,4.1,151,29.99,New Zealand / South Island / Central Otago,Burn Cottage,New Zealand Pinot Noir,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",21.21,17.95,4.65,64.41
37,Kat Walker Sauvignon Blanc 2017,3.8,26,14.99,New Zealand / South Island / Marlborough,Ant Moore,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",25.63,46.29526972,9.05,81.14
38,Single Vineyard Sauvignon Blanc 2019,4.0,324,12.99,New Zealand / South Island / Marlborough,Tohu,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.96,46.29526972,2.75,79.12
39,Satellite Sauvignon Blanc 2017,3.9,628,13.71,New Zealand / South Island / Marlborough,Spy Valley,New Zealand Sauvignon Blanc,12.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.55,46.29526972,0.57,78.35
40,Satellite Sauvignon Blanc 2019,3.9,480,11.39,New Zealand / South Island / Marlborough,Spy Valley,New Zealand Sauvignon Blanc,12.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.55,46.29526972,0.57,78.35
41,Composition Pinot Noir 2015,4.0,57,26.98,New Zealand / South Island / Central Otago,Ceres,New Zealand Pinot Noir,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",26.52,21.55,10.05,61.81
42,Reserve Sauvignon Blanc 2011,4.0,28,32.46,New Zealand / South Island / Marlborough,Seresin,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",34.21,46.29526972,9.05,78.34
43,Estate Series Sauvignon Blanc 2021,4.2,957,18.99,New Zealand / South Island / Marlborough,Misty Cove,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",31.15,46.29526972,5.57,74.05
44,Black Label Sauvignon Blanc 2019,3.9,952,14.99,New Zealand / South Island / Marlborough,Babich,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.09,46.29526972,4.88,76.6
45,Malbec 2017,3.8,69,22.99,New Zealand / North Island / Hawke's Bay / Gimblett Gravels,Decibel,,13.79454297,,[],61.73,46.29526972,9.05,53.555
46,Gimblett Gravels Vineyard Te Kahu 2018,3.8,404,20.89,New Zealand / North Island / Hawke's Bay / Gimblett Gravels,Craggy Range,New Zealand Bordeaux Blend,13.5,100 Merlot,"['Beef', 'Pasta', 'Veal', 'Poultry']",63.09,55.19,6.77,63.45
47,Liaison Pinot Noir 2014,4.0,48,29.99,New Zealand / South Island / Canterbury,Mountford Estate,New Zealand Pinot Noir,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",21.18,25.36,10.9,58.31
48,Kekerengu Coast Sauvignon Blanc 2019,4.1,53,24.99,New Zealand / South Island / Marlborough,Astrolabe,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",33.2,46.29526972,9.05,78.33
49,Single Vineyard Organic Sauvignon Blanc 2021,4.0,89,22.8,New Zealand / South Island / Marlborough,Babich,New Zealand Sauvignon Blanc,13.3,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.15,46.29526972,7.46,72.65
50,Sauvignon Blanc Marlborough 2021,4.0,29,16.99,New Zealand / South Island / Marlborough,Chasing Venus,New Zealand Sauvignon Blanc,12.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",31.04,46.29526972,0.98,79.28
51,Reserve Marlborough Sauvignon Blanc 2021,4.2,197,23.99,New Zealand / South Island / Marlborough,Rapaura Springs,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",35.85,46.29526972,5.94,74.69
52,EarthGarden Sauvignon Blanc 2020,3.9,283,19.99,New Zealand / South Island / Marlborough,Villa Maria,New Zealand Sauvignon Blanc,14.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.04,46.29526972,5.14,77.15
53,"X, SJP Sauvignon Blanc 2019",4.0,2121,18.18,New Zealand / South Island / Marlborough,Invivo,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",33.07,46.29526972,7.17,75.06
54,Southern Ocean Sauvignon Blanc 2020,4.1,1354,11.99,New Zealand / South Island / Marlborough,Félix Solís,New Zealand Sauvignon Blanc,12.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.59,46.29526972,5.28,74.6
55,Marlborough Sauvignon Blanc 2018,4.1,509,19.99,New Zealand / South Island / Marlborough,Astrolabe,New Zealand Sauvignon Blanc,13.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.31,46.29526972,2.24,78.25
56,Marlborough Sauvignon Blanc 2020,3.9,129,17.99,New Zealand / South Island / Marlborough,Mussel Bay,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.3,46.29526972,2.11,79.34
57,Icon Sauvignon Blanc 2020,4.1,98,15.99,New Zealand / South Island / Marlborough,Nobilo,New Zealand Sauvignon Blanc,13.79454297,,[],61.73,46.29526972,9.05,53.555
58,Icon Sauvignon Blanc 2018,3.9,224,15.99,New Zealand / South Island / Marlborough,Nobilo,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",33.63,46.29526972,2.28,77.88
59,Bannockburn Pinot Noir 2018,4.1,559,39.94,New Zealand / South Island / Central Otago,Mt Difficulty,New Zealand Pinot Noir,14.0,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",24.73,22.2,10.13,64.24
60,Village Chardonnay 2021,3.8,100,15.99,New Zealand / North Island / Auckland / Kumeu,Kumeu River,New Zealand Chardonnay,13.79454297,,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",53.07,46.29526972,2.1,58.09
61,Estate Vineyards Syrah 2020,3.9,94,24.99,New Zealand / North Island / Hawke's Bay,Te Mata,New Zealand Syrah,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",59.69,56.95,3.13,54.73
62,Southern Clays Vineyard Single Vineyard Sauvignon Blanc 2020,4.0,51,19.99,New Zealand / South Island / Marlborough,Villa Maria,New Zealand Sauvignon Blanc,13.79454297,,[],61.73,46.29526972,9.05,53.555
63,Reserve Sauvignon Blanc 2021,4.3,125,19.99,New Zealand / South Island / Marlborough,Villa Maria,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,[],61.73,46.29526972,9.05,53.555
64,Three Brooms Single Vineyard Sauvignon Blanc 2020,4.2,375,14.99,New Zealand / South Island / Marlborough,Barker's Marque Wines,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.62,46.29526972,4.92,78.86
65,Regional Collection Marlborough Sauvignon Blanc 2017,3.9,3741,11.99,New Zealand / South Island / Marlborough,Nobilo,New Zealand Sauvignon Blanc,12.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.72,46.29526972,0.22,79.76
66,Regional Collection Marlborough Sauvignon Blanc 2021,3.8,273,13.49,New Zealand / South Island / Marlborough,Nobilo,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.72,46.29526972,0.22,79.76
67,Three Brooms Single Vineyard Sauvignon Blanc 2019,4.2,498,14.99,New Zealand / South Island / Marlborough,Barker's Marque Wines,New Zealand Sauvignon Blanc,12.8,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.62,46.29526972,4.92,78.86
68,Single Vineyard Organic Sauvignon Blanc 2017,3.8,135,16.99,New Zealand / South Island / Marlborough,Babich,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.15,46.29526972,7.46,72.65
69,Sauvignon Blanc Te Muna Road Vineyard 2021,4.2,511,23.99,New Zealand / North Island / Wairarapa / Martinborough,Craggy Range,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.49,46.29526972,1.25,78.25
70,Pinot Gris 2017,3.8,36,22.4,New Zealand / South Island / Central Otago,Maude,New Zealand Pinot Gris,13.79454297,,"['Pork', 'Spicy food', 'Mushrooms', 'Cured Meat']",48.59,46.29526972,17.13,40.47
71,Sauvignon Blanc 2017,4.0,1420,13.96,New Zealand / South Island / Marlborough,Peter Yealands,New Zealand Sauvignon Blanc,12.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",31.33,46.29526972,1.08,78.75
72,Spy Valley Pinot Noir 2017,3.8,267,29.0,New Zealand / South Island / Marlborough,Spy Valley,New Zealand Pinot Noir,13.0,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",21.15,22.72,7.25,63.42
73,Gimblett Gravels Vineyard Te Kahu 2019,3.9,144,20.89,New Zealand / North Island / Hawke's Bay / Gimblett Gravels,Craggy Range,New Zealand Bordeaux Blend,13.5,100 Merlot,"['Beef', 'Pasta', 'Veal', 'Poultry']",63.09,55.19,6.77,63.45
74,Cellar Selection Sauvignon Blanc 2016,4.1,542,18.09,New Zealand / South Island / Marlborough,Villa Maria,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",33.15,46.29526972,1.22,77.37
75,Sauvignon Blanc 2015,3.9,910,14.93,New Zealand / South Island / Marlborough,Kono,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.29,46.29526972,2.34,78.64
76,The Gimblett 2017,4.0,28,25.0,New Zealand / North Island / Hawke's Bay / Gimblett Gravels,Trinity Hill,New Zealand Bordeaux Blend,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",65.76,59.17,9.79,62.76
77,Petit Clos Sauvignon Blanc 2020,3.9,388,18.99,New Zealand / South Island / Marlborough,Clos Henri Vineyard,New Zealand Sauvignon Blanc,13.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.01,46.29526972,2.84,77.41
78,Gravestone 2018,3.8,46,32.0,New Zealand / North Island / Auckland / Waiheke Island,Man O' War,New Zealand Sauvignon Blanc,13.5,"75 Sauvignon Blanc, 25 Sémillon","['Shellfish', 'Vegetarian', 'Goat cheese']",39.96,46.29526972,3.22,76.48
79,Wildsong Wildflower Vineyard Sauvignon Blanc 2020,3.9,146,14.67,New Zealand / North Island / Hawke's Bay,Te Awanga Estate,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",28.35,46.29526972,0.65,79.04
80,Sauvignon Blanc 2008,4.2,30,33.99,New Zealand / South Island / Marlborough,Seresin,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",33.25,46.29526972,3.65,76.58
81,Whole Bunch Pinot Noir 2015,3.8,41,29.99,New Zealand / South Island / Canterbury / Waipara,The Hermit Ram,New Zealand Pinot Noir,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",21.8,28.39,9.05,66.01
82,Dillons Point Sauvignon Blanc 2021,4.1,122,19.99,New Zealand / South Island / Marlborough,Saint Clair Family Estate,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",31.99,46.29526972,0.45,75.65
83,Awatere Valley Sauvignon Blanc 2020,3.9,73,31.17,New Zealand / South Island / Marlborough,Astrolabe,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",34.06,46.29526972,1.87,79.35
84,Giunta Malbec Nouveau 2020,3.8,74,12.09,New Zealand / North Island / Hawke's Bay,Decibel,,13.79454297,,[],61.73,46.29526972,9.05,53.555
85,Estate Chardonnay 2021,4.0,38,33.99,New Zealand / North Island / Auckland / Kumeu,Kumeu River,New Zealand Chardonnay,14.0,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",51.97,46.29526972,4.98,57.79
86,"X, SJP Sauvignon Blanc 2020",4.1,466,18.18,New Zealand / South Island / Marlborough,Invivo,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",33.07,46.29526972,7.17,75.06
87,Collectables Sauvignon Blanc 2020,4.2,379,12.99,New Zealand / South Island / Marlborough,Walnut Block,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.57,46.29526972,1.43,78.43
88,Petit Clos Sauvignon Blanc 2020,3.9,388,18.99,New Zealand / South Island / Marlborough,Clos Henri Vineyard,New Zealand Sauvignon Blanc,13.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.01,46.29526972,2.84,77.41
89,Reserve Sauvignon Blanc 2019,3.9,137,25.0,New Zealand / South Island / Marlborough,Lawson's Dry Hills,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",34.91,46.29526972,9.89,75.43
90,Regional Reserve Sauvignon Blanc 2020,4.1,43,14.99,New Zealand / South Island / Marlborough,Glazebrook,New Zealand Sauvignon Blanc,13.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",31.57,46.29526972,2.39,78.41
91,The Nest Sauvignon Blanc 2021,4.2,537,20.49,New Zealand,,,13.79454297,,[],61.73,46.29526972,9.05,53.555
92,Private Bin Sauvignon Blanc 2019,4.1,8118,11.72,New Zealand / South Island / Marlborough,Villa Maria,New Zealand Sauvignon Blanc,10.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.5,46.29526972,3.84,76.76
93,Riesling 2014,3.8,172,40.47,New Zealand / South Island / Canterbury / Waipara,Pegasus Bay,New Zealand Riesling,12.5,100 Riesling,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",33.84,46.29526972,22.49,78.07
94,Satellite Sauvignon Blanc 2020,4.0,392,18.17,New Zealand / South Island / Marlborough,Spy Valley,New Zealand Sauvignon Blanc,12.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.55,46.29526972,0.57,78.35
95,Flight Song Sauvignon Blanc 2020,3.8,185,13.99,New Zealand / South Island / Marlborough,Brancott Estate,New Zealand Sauvignon Blanc,9.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",29.46,46.29526972,4.64,78.23
96,Spy Valley Pinot Noir 2017,3.8,267,29.0,New Zealand / South Island / Marlborough,Spy Valley,New Zealand Pinot Noir,13.0,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",21.15,22.72,7.25,63.42
97,Te Arai Vineyard Chenin Blanc 2017,4.1,184,32.99,New Zealand / North Island / Gisborne,Millton,,13.79454297,,[],61.73,46.29526972,9.05,53.555
98,Pinot Gris 2016,4.0,31,10.83,New Zealand / South Island / Marlborough,Opawa,New Zealand Pinot Gris,13.79454297,,"['Pork', 'Spicy food', 'Mushrooms', 'Cured Meat']",42.44,46.29526972,17.35,37.95
99,Pétillant Naturel 2021,4.0,95,17.99,New Zealand / South Island / Marlborough,Orbis Moderandi,,13.79454297,,[],61.73,46.29526972,9.05,53.555
100,Riesling 2014,3.8,172,40.47,New Zealand / South Island / Canterbury / Waipara,Pegasus Bay,New Zealand Riesling,12.5,100 Riesling,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",33.84,46.29526972,22.49,78.07
101,Late Harvest Riesling 2008,4.1,241,34.99,New Zealand / South Island / Marlborough,Cloudy Bay,New Zealand Riesling,11.0,100 Riesling,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",61.73,46.29526972,9.05,53.555
102,Awatea Cabernets - Merlot 2017,3.9,324,38.99,New Zealand / North Island / Hawke's Bay,Te Mata,New Zealand Bordeaux Blend,14.0,"Merlot, Cabernet Sauvignon, Cabernet Franc","['Beef', 'Pasta', 'Veal', 'Poultry']",64.6,56.8,6.3,62.38
103,Lot 2 Sauvignon Blanc 2019,3.8,224,24.99,New Zealand / South Island / Marlborough,90+ Cellars,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.91,46.29526972,4.46,79.06
104,Sauvignon Blanc Te Muna Road Vineyard 2019,4.1,1279,23.99,New Zealand / North Island / Wairarapa / Martinborough,Craggy Range,New Zealand Sauvignon Blanc,12.5,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",32.49,46.29526972,1.25,78.25
105,Chardonnay 2014,3.9,1246,31.37,New Zealand / South Island / Marlborough,Cloudy Bay,New Zealand Chardonnay,13.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",53.15,46.29526972,6.11,58.12
106,Collectables Sauvignon Blanc 2020,4.2,379,12.99,New Zealand / South Island / Marlborough,Walnut Block,New Zealand Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.57,46.29526972,1.43,78.43
107,Three Terraces Waihopai Sauvignon Blanc 2017,3.8,48,10.98,New Zealand / South Island / Marlborough,Marisco Vineyards,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",29.11,46.29526972,2.28,80.68
108,Cellar Selection Sauvignon Blanc 2018,4.0,426,16.99,New Zealand / South Island / Marlborough,Villa Maria,New Zealand Sauvignon Blanc,14.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",33.15,46.29526972,1.22,77.37
109,Lot 2 Sauvignon Blanc 2019,3.8,224,24.99,New Zealand / South Island / Marlborough,90+ Cellars,New Zealand Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",30.91,46.29526972,4.46,79.06
