,Name,Rating,Number of Ratings,Price,Region,Winery,Wine style,Alcohol content,Grapes,Food pairings,Bold,Tannin,Sweet,Acidic
23,Loureiro 2020,3.9,215,13.0,Portugal / Minho / Vinho Verde,Quinta da Lixa,Portuguese Vinho Verde White,13.79454297,,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",7.61,46.29526972,0.9,76.38
24,Historical II 'The Chestnut' Reserve Tawny Porto N.V.,4.1,728,27.99,Portugal / Duriense / Porto,Taylor's,Tawny Port,20.0,"Touriga Nacional, Tinta Roriz, Tinto Cao, Tinta Barroca, Touriga Francesa","['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
25,Esporão Reserva Branco 2017,4.1,2669,19.49,Portugal / Alentejano / Alentejo,Esporão,Southern Portugal White,14.0,"Roupeiro, Antão Vaz","['Pasta', 'Pork', 'Shellfish', 'Lean fish']",52.68,46.29526972,12.02,32.47
26,Pouco-Comum Alvarinho 2021,4.0,182,13.99,Portugal / Minho,Quinta da Lixa,Northern Portugal White,13.79454297,,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",41.34,46.29526972,4.42,65.48
27,Pretexto 2021,3.9,50,28.63,Portugal / Beiras / Dão,Textura,Northern Portugal White,12.5,"Cerceal Branco, Gouveio, Malvasia Fina, Bical, Encruzado","['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",49.45,46.29526972,2.12,60.77
28,Douro Vertente Tinto 2018,3.9,1057,23.94,Portugal / Duriense / Douro,Niepoort,Portuguese Douro Red,12.5,100 Touriga Franca,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",71.32,51.39,12.09,45.0
29,Late Bottled Vintage Port 2015,4.0,1130,21.99,Portugal / Duriense / Porto,Taylor's,Late Bottled Vintage Port,20.0,"Touriga Francesa, Touriga Nacional, Tinta Roriz, Tinto Cao","['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
30,29 Grapes Reserve Ruby Port N.V.,3.8,110,25.99,Portugal / Duriense / Porto,Quinta do Portal,Ruby Port,20.0,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Barroca","['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
31,Quatro Castas 4 2017,3.9,1727,15.95,Portugal / Alentejano / Alentejo,Esporão,Portuguese Alentejo Red,13.5,"Shiraz/Syrah, Alicante Bouschet, Petit Verdot","['Beef', 'Lamb', 'Veal', 'Poultry']",69.99,41.2,12.76,44.46
32,Sidónio de Sousa Reserva Tinto 2015,3.9,490,20.0,Portugal / Beiras / Bairrada,Dulcinea Santos Ferreira,Northern Portugal Red,13.0,100 Baga,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",80.39,58.44,3.81,47.54
33,Late Bottled Vintage Port 2011,3.9,281,34.99,Portugal / Duriense / Porto,Quinta de La Rosa,Late Bottled Vintage Port,13.79454297,,"['Beef', 'Lamb', 'Pork', 'Game (deer, venison)', 'Spicy food', 'Mature and hard cheese', 'Poultry', 'Mild and soft cheese']",61.73,46.29526972,9.05,53.555
34,Colheita Port 2011,4.3,43,34.89,Portugal / Duriense / Porto,Kopke,Colheita Port,13.79454297,,"['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
35,Reserva Tinto 2014,4.0,62,16.99,Portugal / Lisboa,Casa Santos Lima,Southern Portugal Red,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",70.99,42.31,20.48,39.42
36,Gradual 2015,4.0,201,19.99,Portugal / Duriense / Douro,Quinta da Costa do Pinhão,Portuguese Douro Red,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",71.69,60.0,0.08,48.83
37,Xisto Ilimitado Branco 2019,4.1,538,28.0,Portugal / Duriense / Douro,Luis Seabra,Northern Portugal White,12.5,100 Rabigato,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",48.29,46.29526972,4.65,64.87
38,Quatro Castas 4 2015,3.8,1163,16.99,Portugal / Alentejano / Alentejo,Esporão,Portuguese Alentejo Red,13.79454297,,"['Beef', 'Lamb', 'Veal', 'Poultry']",69.99,41.2,12.76,44.46
39,Na Mouche 2019,3.8,72,17.99,Portugal / Beiras / Dão,Lemos,Portuguese Dão Red,13.0,Touriga Nacional,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",59.21,56.72,5.28,58.14
40,Esporão Private Selection Branco 2013,4.1,506,26.99,Portugal / Alentejano / Alentejo,Esporão,Southern Portugal White,14.5,Sémillon,"['Pasta', 'Pork', 'Shellfish', 'Lean fish']",56.95,46.29526972,15.23,32.85
41,Crasto Branco 2016,3.8,743,14.0,Portugal / Duriense / Douro,Quinta do Crasto,Northern Portugal White,12.0,100 Rabigato,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",42.0,46.29526972,4.0,62.65
42,Contatto 2020,3.8,114,14.99,Portugal / Minho / Vinho Verde,Casal de Ventozela,Portuguese Vinho Verde White,13.79454297,,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",4.04,46.29526972,9.05,77.39
43,Crasto Superior Red 2015,4.1,4971,19.0,Portugal / Duriense / Douro,Quinta do Crasto,Portuguese Douro Red,14.0,100 Touriga Nacional,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",79.02,54.16,15.09,43.05
44,Loureiro Dócil 2020,3.9,247,16.99,Portugal / Minho / Vinho Verde,Niepoort,Portuguese Vinho Verde White,11.5,100 Loureiro,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",21.34,46.29526972,9.05,73.26
45,Parus Tinto 2010,3.8,209,19.99,Portugal / Península de Setúbal,Herdade da Comporta,Southern Portugal Red,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",62.62,44.47,13.52,45.94
46,Encoberta 2018,4.0,74,36.83,Portugal / Beiras / Dão,Textura,Portuguese Dão Red,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",64.71,61.29,10.35,59.84
47,Colheita Douro Tinto 2019,3.8,146,18.33,Portugal / Duriense / Douro,Monte Cascas,Portuguese Douro Red,13.0,100 Rufete,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",73.91,49.84,13.71,44.03
48,Jockey Club Reserva Port N.V.,3.9,1793,23.0,Portugal / Duriense / Porto,Burmester,Portuguese Port,19.5,"Touriga Nacional, Touriga Franca, Tinta Roriz","['Beef', 'Sweet desserts', 'Blue cheese']",85.0,46.29526972,85.0,43.71
49,Loureiro Dócil 2018,3.9,404,16.99,Portugal / Minho / Vinho Verde,Niepoort,Portuguese Vinho Verde White,11.5,100 Loureiro,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",21.34,46.29526972,9.05,73.26
50,Prazo de Roriz Douro 2017,3.9,1104,13.99,Portugal / Duriense / Douro,Prats & Symington (P+S),Portuguese Douro Red,13.9,100 Touriga Nacional,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",80.86,57.25,10.69,44.57
51,Reserva Branco 2017,3.8,81,21.0,Portugal / Duriense / Douro,Fafide,Northern Portugal White,13.79454297,,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",44.15,46.29526972,7.62,64.4
52,Cedro do Noval 2015,4.0,2061,24.0,Portugal / Duriense,Quinta do Noval,Northern Portugal Red,13.5,"Shiraz/Syrah, Touriga Franca, Tinta Roriz","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",74.46,53.14,11.04,44.39
53,Lote 3 Tinto 2016,3.9,870,17.99,Portugal / Beiras / Dão,M.O.B,Portuguese Dão Red,13.5,"Touriga Nacional, Alfrocheiro Preto, Jaen","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",59.91,52.89,8.25,57.19
54,Colheita Branco 2018,3.8,695,15.99,Portugal / Alentejano / Alentejo,Esporão,Southern Portugal White,14.0,100 Antão Vaz,"['Pasta', 'Pork', 'Shellfish', 'Lean fish']",47.68,46.29526972,16.1,38.05
55,Lagar de Darei Sem Abrigo Reserva 2012,4.0,52,23.99,Portugal / Beiras / Dão,Darei,Portuguese Dão Red,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",61.35,58.75,9.05,66.23
56,Colheita Port 2002,4.2,110,29.99,Portugal / Duriense / Porto,Krohn,Colheita Port,20.0,"Tinta Barroca, Touriga Francesa, Touriga Nacional, Tinta Roriz, Tinto Cao","['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
57,10 Year Old Tawny Port N.V.,3.8,236,25.99,Portugal / Duriense / Porto,Feuerheerd's,Tawny Port,20.0,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao, Tinta Barroca",['Beef'],61.73,46.29526972,9.05,53.555
58,Uivo Renegado Vinhas Velhas 2020,3.9,357,20.99,Portugal / Duriense / Douro,Folias de Baco,Northern Portugal Red,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",66.24,56.83,5.93,54.2
59,Late Bottled Vintage Porto 2003,4.0,86,35.0,Portugal / Duriense / Porto,Senhora do Convento,Late Bottled Vintage Port,20.0,"Touriga Nacional, Touriga Franca, Tinta Roriz","['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
60,Colheita Seleccionada Tinto 2017,3.8,2835,14.0,Portugal / Alentejano,Herdade de São Miguel,Southern Portugal Red,13.5,"Aragonez, Cabernet Sauvignon, Trincadeira","['Beef', 'Pasta', 'Veal', 'Poultry']",62.68,39.13,16.54,39.86
61,Branco 2018,3.8,514,18.0,Portugal / Duriense / Douro,Quinta de Porrais,Northern Portugal White,12.5,Rabigato,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",41.17,46.29526972,6.12,59.93
62,Plansel Selecta Reserva 2017,3.9,110,18.99,Portugal / Alentejano,Quinta da Plansel,Southern Portugal Red,14.5,"Tinta Barroca, Aragonez","['Beef', 'Pasta', 'Veal', 'Poultry']",68.7,41.06,13.79,42.91
63,Alvarinho Reserva 2018,4.1,440,19.0,Portugal / Minho / Vinho Verde / Monção e Melgaço,Quinta do Regueiro,Portuguese Vinho Verde White,13.79454297,,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",17.09,46.29526972,3.19,75.06
64,Arinto 2019,4.0,35,18.99,Portugal / Lisboa / Óbidos,Quinta Varzea da Pedra,Southern Portugal White,13.5,Arinto de Bucelas,"['Pasta', 'Pork', 'Shellfish', 'Lean fish']",46.05,46.29526972,9.05,43.56
65,Waterdog Red Blend 2016,3.8,106,10.99,Portugal / Península de Setúbal,José Maria da Fonseca,Southern Portugal Red,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",61.94,35.89,10.38,44.61
66,5 Year Old Bual Madeira (Medium Rich) N.V.,3.9,892,25.99,Portugal / Terras Madeirenses / Madeira / Bual Madeira,Blandy's,Portuguese Madeira,19.0,Bual,"['Sweet desserts', 'Appetizers and snacks']",85.0,46.29526972,84.03,67.5
67,Granit Alvarinho 2021,4.1,1032,30.0,Portugal / Minho / Vinho Verde / Monção e Melgaço,Soalheiro,Portuguese Vinho Verde White,12.5,100 Albariño,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",17.93,46.29526972,4.82,76.09
68,Touriga Nacional 2017,4.2,1353,35.0,Portugal / Duriense / Douro,Quinta do Vallado,Portuguese Douro Red,14.5,100 Touriga Nacional,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",79.36,56.77,11.72,44.9
69,Reserve Tawny Porto N.V.,4.0,1133,15.99,Portugal / Duriense / Porto,Croft,Tawny Port,20.0,"Tinta Amarela, Tinta Cão, Touriga Nacional, Tinta Roriz, Tinta Barroca","['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
70,Vintage Port 1997,4.2,57,41.99,Portugal / Duriense / Porto,Quinta do Infantado,Vintage Port,19.5,"Tinta Barroca, Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao","['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
71,Crasto Red 2017,3.9,3726,21.34,Portugal / Duriense / Douro,Quinta do Crasto,Portuguese Douro Red,13.5,100 Touriga Nacional,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",77.78,54.72,11.55,42.82
72,Rufia Branco 2021,4.0,71,23.99,Portugal / Beiras / Dão,Tavares de Pina,Northern Portugal White,13.79454297,,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",40.06,46.29526972,0.26,64.8
73,A Touriga Vai Nua (Unoaked) 2020,3.8,440,24.99,Portugal / Alentejano / Alentejo,Fitapreta,Portuguese Alentejo Red,13.0,100 Touriga Nacional,"['Beef', 'Lamb', 'Veal', 'Poultry']",72.92,38.48,15.86,44.24
74,Pretexto 2020,3.9,55,27.91,Portugal / Beiras / Dão,Textura,Northern Portugal White,13.79454297,,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",49.45,46.29526972,2.12,60.77
75,Madrigal Viognier 2015,3.8,153,20.0,Portugal / Lisboa,Quinta do Monte d'Oiro,Southern Portugal White,13.0,100 Viognier,"['Pasta', 'Pork', 'Shellfish', 'Lean fish']",39.89,46.29526972,1.67,31.52
76,Lagar de Baixo Baga 2017,3.9,429,25.99,Portugal / Beiras / Bairrada,Quinta de Baixo,Northern Portugal Red,12.5,100 Baga,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",66.59,57.21,4.56,51.48
77,Cedro do Noval 2017,4.2,1210,28.92,Portugal / Duriense,Quinta do Noval,Northern Portugal Red,13.5,"Shiraz/Syrah, Touriga Nacional, Touriga Franca, Tinto Cao","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",74.46,53.14,11.04,44.39
78,Douro Reserva Red 2015,4.0,845,34.99,Portugal / Duriense / Douro,Quinta do Portal,Portuguese Douro Red,13.0,"Touriga Nacional, Touriga Franca, Tinta Roriz","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",81.49,57.02,10.78,43.71
79,Xisto Ilimitado 2019,4.0,1291,26.99,Portugal / Duriense / Douro,Luis Seabra,Portuguese Douro Red,13.0,100 Touriga Franca,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",74.66,57.59,8.52,50.48
80,Aventura Tinto 2016,3.8,426,18.99,Portugal / Alentejano,Susana Esteban,Southern Portugal Red,13.5,Touriga Nacional,"['Beef', 'Pasta', 'Veal', 'Poultry']",60.92,42.24,12.69,44.94
81,Tonel 12 10 Years Old Tawny Port N.V.,4.1,840,25.0,Portugal / Duriense / Porto,Quinta de La Rosa,Tawny Port,20.0,"Tinta Cão, Tinta Francisca, Touriga Nacional, Tinta Roriz, Tinta Barroca","['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
82,20 Years Old Aged Tawny Porto N.V.,4.0,1514,18.99,Portugal / Duriense / Porto,Maynard's,Tawny Port,20.0,"Tinta Cão, Touriga Nacional, Tinta Roriz, Tinta Barroca","['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
83,Indigena Tinto 2016,4.0,30,14.0,Portugal / Beiras / Dão,Adega de Penalva,Portuguese Dão Red,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",64.2,57.21,3.37,65.96
84,João Pires Branco 2020,4.0,1317,13.99,Portugal / Península de Setúbal,José Maria da Fonseca,Southern Portugal White,11.5,Moscatel de Setúbal,"['Pasta', 'Pork', 'Shellfish', 'Lean fish']",33.96,46.29526972,35.52,28.01
85,Margem Douro 2016,4.1,378,41.99,Portugal / Duriense / Douro,Quinta dos Murças,Portuguese Douro Red,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",77.1,62.99,2.7,46.23
86,António Branco 2019,4.2,29,61.89,Portugal / Lisboa,Casal Figueira,Southern Portugal White,13.79454297,,"['Pasta', 'Pork', 'Shellfish', 'Lean fish']",41.93,46.29526972,4.48,37.7
87,Late Bottled Vintage Port Unfiltered 2014,4.0,216,27.0,Portugal / Duriense / Porto,Quinta da Romaneira,Late Bottled Vintage Port,19.5,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao","['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
88,Reserva Tawny Port N.V.,3.8,138,26.99,Portugal / Duriense / Porto,Borges,Tawny Port,19.0,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao, Tinta Barroca","['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
89,Douro Twisted Tinto 2020,3.8,31,14.94,Portugal / Duriense / Douro,Niepoort,Portuguese Douro Red,13.5,100 Touriga Franca,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",85.0,59.35,3.03,44.13
90,Touriga Nacional Dão 2017,4.0,681,6.99,Portugal / Beiras / Dão,Cabriz,Portuguese Dão Red,13.0,Touriga Nacional,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",65.07,56.35,12.02,59.15
91,Primeiras Vinhas Alvarinho 2020,4.1,734,33.33,Portugal / Minho / Vinho Verde / Monção e Melgaço,Soalheiro,Portuguese Vinho Verde White,13.0,100 Albariño,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",15.8,46.29526972,4.42,76.06
92,Douro Twisted Tinto 2018,4.0,183,14.94,Portugal / Duriense / Douro,Niepoort,Portuguese Douro Red,13.5,100 Touriga Franca,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",85.0,59.35,3.03,44.13
93,Porto Superior Tawny N.V.,3.8,105,15.99,Portugal / Duriense / Porto,Ramos Pinto,Tawny Port,19.5,"Touriga Franca, Tinta Barroca, Touriga Nacional","['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
94,Catarina Branco 2019,3.8,919,13.99,Portugal / Península de Setúbal,Bacalhôa,Southern Portugal White,14.0,"Fernao Pires, Chardonnay, Arinto de Bucelas","['Pasta', 'Pork', 'Shellfish', 'Lean fish']",42.52,46.29526972,9.45,34.61
95,Nat Cool 2018,3.9,607,22.0,Portugal / Beiras / Bairrada,Niepoort,Northern Portugal Red,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",70.65,56.89,4.3,52.38
96,Alentejano Tinto 2018,4.1,3012,17.49,Portugal / Alentejano,Herdade dos Grous,Southern Portugal Red,14.0,"Gouveio, Antão Vaz","['Beef', 'Pasta', 'Veal', 'Poultry']",68.02,39.8,14.93,40.04
97,Reserva Especial Ruby Port N.V.,3.8,492,17.91,Portugal / Duriense / Porto,Quinta do Infantado,Ruby Port,19.0,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinto Cao","['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
98,Douro Redoma Branco 2018,4.1,834,27.0,Portugal / Duriense / Douro,Niepoort,Northern Portugal White,11.5,100 Rabigato,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",44.76,46.29526972,4.8,63.5
99,Deu Bode 2020,3.9,76,17.99,Portugal / Minho / Vinho Verde,Bojo do Luar,Northern Portugal Red,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",77.49,56.55,1.79,60.87
100,Símbolo 2015,4.0,128,37.98,Portugal / Duriense / Douro,Poças,Portuguese Douro Red,14.0,"Touriga Nacional, Touriga Franca, Tinta Roriz","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",77.23,57.85,10.94,44.62
101,Branco 2016,4.1,58,20.0,Portugal / Beiras,Quinta de Foz de Arouce,Northern Portugal White,13.79454297,,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",52.25,46.29526972,2.53,61.75
102,Moscatel Galego Douro Branco 2019,3.8,354,6.87,Portugal / Duriense / Douro,Quinta do Vallado,Northern Portugal White,13.79454297,,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",40.38,46.29526972,10.89,54.34
103,Esteva Douro 2018,3.8,10264,13.0,Portugal / Duriense / Douro,Casa Ferreirinha,Portuguese Douro Red,13.0,"Touriga Nacional, Touriga Franca, Tinta Roriz, Tinta Barroca","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",69.62,51.45,13.35,41.83
104,Reserve Ruby Port N.V.,3.9,2473,25.99,Portugal / Duriense / Porto,Churchill's,Ruby Port,19.5,"Touriga Nacional, Tinta Roriz","['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
105,Colheita Tinto 2020,3.9,378,19.99,Portugal / Alentejano / Alentejo,Esporão,Portuguese Alentejo Red,14.0,Cabernet Sauvignon,"['Beef', 'Lamb', 'Veal', 'Poultry']",64.37,45.62,14.45,43.29
106,Domini Plus Douro 2015,4.0,170,31.9,Portugal / Duriense / Douro,José Maria da Fonseca,Portuguese Douro Red,14.0,"96 Touriga Francesa, 4 Touriga Nacional","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",84.1,57.35,9.94,43.51
107,Otima 10 Year Old Tawny Port N.V.,4.0,6211,24.99,Portugal / Duriense / Porto,Warre's,Tawny Port,20.0,100 Shiraz/Syrah,"['Beef', 'Mature and hard cheese']",61.73,46.29526972,9.05,53.555
108,Três Bagos Sauvignon 2013,3.9,174,17.49,Portugal / Duriense / Douro,Lavradores de Feitoria,Northern Portugal White,13.79454297,,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",43.92,46.29526972,11.04,61.63
109,Douro Redoma Tinto 2018,4.1,609,35.94,Portugal / Duriense / Douro,Niepoort,Portuguese Douro Red,12.5,100 Tinta Amarela,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",75.19,53.86,9.7,43.24
