,Name,Rating,Number of Ratings,Price,Region,Winery,Wine style,Alcohol content,Grapes,Food pairings,Bold,Tannin,Sweet,Acidic
10,Verruzzo di Monteverro Toscana 2019,4.1,193,18.0,Italy / Central Italy / Toscana,Monteverro,Tuscan Red,14.0,"40 Merlot, 25 Cabernet Sauvignon, 25 Cabernet Franc, 10 Shiraz/Syrah","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",50.53,43.64,14.36,47.17
11,Le Farnete Carmignano 2019,4.0,44,17.95,Italy / Central Italy / Toscana / Carmignano,Pierazzuoli,Tuscan Red,13.79454297,,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",51.9,41.43,11.62,48.27
12,Barbaresco 2017,3.9,36,26.46,Italy / Northern Italy / Piemonte / Barbaresco,Carlin de Paolo,Italian Barbaresco,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",66.18,76.06,2.88,85.0
13,Pinot Bianco 2018,3.8,111,18.99,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Kettmeir,Northern Italy Pinot Blanc,13.5,100 Pinot Blanc,"['Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",44.33,46.29526972,9.05,56.24
14,Nero d'Avola 2019,3.9,846,20.99,Italy / Southern Italy / Terre Siciliane,Colosi,Southern Italy Red,14.0,100 Nero d'Avola,"['Beef', 'Pasta', 'Lamb']",85.0,39.78,26.62,27.23
15,Conegliano-Valdobbiadene Prosecco Superiore Extra Dry N.V.,4.0,267,32.0,Italy / Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco,Sanfeletto,Italian Prosecco,13.79454297,,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Aperitif', 'Cured Meat']",19.81,46.29526972,9.05,66.81
16,Ampelio 2018,4.1,31,26.9,Italy / Central Italy / Toscana,Azienda Agricola La Torre,Tuscan Red,13.79454297,,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",50.94,46.38,9.05,46.93
17,Gamay 2020,3.9,150,26.99,Italy / Northern Italy / Valle d'Aosta,Grosjean,Northern Italy Red,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",50.6,40.98,17.76,37.84
18,Rubinus Isola dei Nuraghi 2018,4.3,35,26.99,Italy / Southern Italy / Sardegna / Isola dei Nuraghi,Smeralda,Southern Italy Red,13.79454297,,"['Beef', 'Pasta', 'Lamb']",81.47,41.06,22.69,29.99
19,Toscana Rosso 2019,3.9,145,18.99,Italy / Central Italy / Toscana,Ciacci Piccolomini d'Aragona,Tuscan Red,13.79454297,,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",43.05,40.12,2.23,47.27
20,Pineto Brachetto d'Acqui 2020,4.1,61,20.99,Italy / Northern Italy / Piemonte / Brachetto d'Acqui,Marenco,,13.79454297,,[],61.73,46.29526972,9.05,53.555
21,Pinot Bianco 2019,3.8,202,14.99,Italy / Northern Italy / Friuli-Venezia Giulia / Friuli Grave,Le Monde,Northern Italy Pinot Blanc,13.0,Pinot Blanc,"['Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",44.09,46.29526972,9.07,56.26
22,Selvoso 2015,3.9,44,37.99,Italy / Central Italy / Toscana / Maremma Toscana,Poggio Cagnano,Tuscan Red,13.79454297,,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",54.97,45.75,9.05,54.4
23,Devon Greco di Tufo 2021,3.9,109,30.25,Italy / Southern Italy / Campania / Greco di Tufo,Antonio Caggiano,Southern Italy White,13.5,100 Greco,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",63.95,46.29526972,4.96,36.96
24,Kerner 2019,4.0,874,19.99,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Abbazia di Novacella (Stiftskellerei Neustift),Northern Italy White,13.5,100 Kerner,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",60.78,46.29526972,22.47,54.44
25,Cultus Boni Chianti Classico Riserva 2017,3.9,124,36.99,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Coltibuono,Italian Chianti,13.79454297,,"['Beef', 'Veal', 'Poultry']",46.42,58.93,11.22,65.9
26,Zisola Noto Rosso 2015,3.8,1151,22.99,Italy / Southern Italy / Terre Siciliane / Noto,Zisola,Southern Italy Red,14.0,100 Nero d'Avola,"['Beef', 'Pasta', 'Lamb']",77.6,40.8,25.69,32.45
27,Vereto Salice Salentino Riserva 2017,4.0,60,16.67,Italy / Southern Italy / Puglia / Salice Salentino,Vallone,Southern Italy Red,13.79454297,,"['Beef', 'Pasta', 'Lamb']",78.25,41.78,24.83,33.02
28,Montefalco Rosso 2019,3.9,82,24.79,Italy / Central Italy / Umbria / Montefalco,Fongoli,Central Italy Red,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",53.21,46.19,2.06,46.99
29,Le Bine de Costìola 2018,4.0,126,25.0,Italy / Northern Italy / Veneto / Soave / Soave Classico,Tamellini,Italian Soave,12.0,100 Garganega,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Lean fish']",27.73,46.29526972,4.69,57.47
30,Rosso di Montalcino 2018,3.9,236,34.75,Italy / Central Italy / Toscana / Rosso di Montalcino,Pietroso,Tuscan Red,14.0,100 Sangiovese,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",46.72,42.26,5.24,50.58
31,Legit Cabernet Sauvignon 2016,4.0,1318,29.99,Italy / Central Italy / Toscana,Tolaini,Tuscan Red,14.0,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",55.13,51.96,3.64,48.0
32,La Contessa Gavi di Gavi 2020,3.9,32,19.99,Italy / Northern Italy / Piemonte / Gavi,Broglia,Italian Gavi,13.79454297,,"['Pasta', 'Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",18.0,46.29526972,2.13,78.39
33,La Casa In Collina Barbaresco 2016,3.9,181,19.98,Italy / Northern Italy / Piemonte / Barbaresco,Vite Colte,Italian Barbaresco,14.5,100 Nebbiolo,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",63.34,70.11,0.35,83.65
34,Lambrusco Reggiano Rosso Dolce N.V.,3.8,2018,12.99,Italy / Northern Italy / Emilia-Romagna / Reggiano,Medici Ermete,,13.79454297,,[],61.73,46.29526972,9.05,53.555
35,Palmentino Rosso 2020,4.0,71,30.0,Italy / Southern Italy / Terre Siciliane / Etna,Vino di Anna,Southern Italy Red,13.79454297,,"['Beef', 'Pasta', 'Lamb']",67.35,40.72,9.05,53.555
36,Pèppoli Chianti Classico 2020,4.0,1369,25.99,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Antinori,Italian Chianti,13.0,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",44.4,54.79,4.53,62.04
37,Vigneto Contrada Vallone 2017,4.0,26,25.5,Italy / Central Italy / Marche / Rosso Piceno,Rio Maggio,Central Italy Red,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",50.28,49.92,4.61,45.28
38,Fiano di Avellino 2017,3.9,336,24.99,Italy / Southern Italy / Campania / Fiano de Avellino,Colli di Lapio di Romano Clelia,Southern Italy White,13.0,100 Fiano,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",61.53,46.29526972,5.43,38.48
39,Pinot Grigio 2017,3.8,269,20.99,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Colterenzio (Schreckbichl),Northern Italy Pinot Grigio,13.5,100 Pinot Grigio,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",40.8,46.29526972,12.03,44.5
40,Re Manfredi Basilicata Bianco 2019,4.0,322,21.99,Italy / Southern Italy / Basilicata,Terre degli Svevi,Southern Italy White,13.0,"Müller-Thurgau, Gewürztraminer","['Shellfish', 'Vegetarian', 'Appetizers and snacks']",59.44,46.29526972,20.56,35.21
41,Bosco delle Cicale Langhe Freisa 2019,3.8,31,19.99,Langhe,Boschis Francesco,Northern Italy Red,12.5,100 Freisa,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",61.73,46.29526972,9.05,53.555
42,Coste di Moro Montepulciano d'Abruzzo 2015,3.9,5548,17.94,Italy / Central Italy / Abruzzo / Montepulciano d'Abruzzo,Lunaria,Italian Montepulciano d'Abruzzo,14.0,100 Montepulciano,"['Beef', 'Pasta', 'Veal', 'Pork']",37.85,38.19,18.33,62.71
43,Tenuta della Ioria Cesanese del Piglio Superiore 2016,3.9,173,33.99,Italy / Central Italy / Lazio / Cesanese del Piglio,Casale della Ioria,Central Italy Red,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",50.39,44.18,9.05,49.83
44,Mongris Collio Pinot Grigio 2016,3.8,737,17.99,Italy / Northern Italy / Friuli-Venezia Giulia / Collio,Marco Felluga,Northern Italy Pinot Grigio,13.5,100 Pinot Grigio,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",41.64,46.29526972,11.89,41.71
45,Aristos Pinot Grigio 2018,3.8,39,29.99,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Kellerei Eisacktal - Cantina Valle Isarco,Northern Italy Pinot Grigio,14.0,Pinot Grigio,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",51.25,46.29526972,17.66,40.74
46,Réserve del Conte 2018,4.0,715,28.99,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Manincor,Northern Italy Red,13.0,"Merlot, Lagrein","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",60.93,38.71,19.11,34.23
47,No Name 2018,3.8,96,32.9,Italy / Northern Italy / Friuli-Venezia Giulia / Colli Orientali del Friuli,Le Vigne di Zamò,Northern Italy White,13.5,100 Friulano,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",61.82,46.29526972,21.42,51.08
48,Primitivo Salento Rosso 2020,3.9,31,18.12,Italy / Southern Italy / Puglia / Salento,Masserie Pisari,Southern Italy Primitivo,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Poultry']",66.58,25.8,39.58,18.55
49,Villa Malacari Rosso Conero 2016,3.9,118,20.42,Italy / Central Italy / Marche / Rosso Conero,Malacari,Central Italy Red,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",47.37,45.73,2.32,47.56
50,Pian delle Vigne Rosso di Montalcino 2019,3.9,1387,28.99,Italy / Central Italy / Toscana / Rosso di Montalcino,Antinori,Tuscan Red,14.0,100 Sangiovese,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",46.28,41.0,8.31,45.01
51,Dolcetto d'Alba 2017,4.0,75,35.0,Italy / Northern Italy / Piemonte / Dolcetto d'Alba,Rivella Serafino,Northern Italy Red,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",54.55,44.99,18.9,41.12
52,Caladu Cannonau 2016,3.9,357,18.99,Italy / Southern Italy / Sardegna / Cannonau di Sardegna,Azienda Vitivinicola Cardedu,Sardinian Cannonau,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",66.75,46.81,4.91,50.1
53,Lagone Toscana 2019,3.8,593,17.99,Italy / Central Italy / Toscana,Aia Vecchia,Tuscan Red,14.5,100 Merlot,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",49.98,43.63,5.94,45.41
54,Morelli Moscato d'Asti N.V.,4.1,393,27.99,Italy / Northern Italy / Piemonte / Moscato d'Asti,Dezzani,Italian Moscato d'Asti,13.79454297,,"['Fruity desserts', 'Aperitif']",30.78,46.29526972,9.05,30.2
55,Carema Riserva 2017,4.0,180,36.26,Italy / Northern Italy / Piemonte / Carema,Nebbiolo di Carema,Italian Nebbiolo,13.5,100 Nebbiolo,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",53.27,73.44,1.78,76.3
56,Monte Sella Soave Classico 2013,4.0,32,27.0,Italy / Northern Italy / Veneto / Soave / Soave Classico,Le Mandolare,Italian Soave,13.79454297,,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Lean fish']",38.78,46.29526972,2.86,49.77
57,Langhe Sorriso 2018,3.9,389,17.99,Italy / Northern Italy / Piemonte / Langhe,Paolo Scavino,Northern Italy White,13.0,"50 Sauvignon Blanc, 30 Chardonnay, 20 Viognier","['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",62.93,46.29526972,20.65,52.67
58,Pinot Grigio (Tralcetto) 2021,3.9,172,16.99,Italy / Central Italy / Abruzzo / Terre di Chieti,Cantina Zaccagnini,Central Italy White,12.5,100 Pinot Grigio,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",41.78,46.29526972,18.97,56.38
59,Particella 68 N.V.,3.8,727,23.99,Italy / Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco,Sorelle Bronca,Italian Prosecco,11.0,"90 Glera, 5 Bianchetta Trevigiana, 5 Perera","['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Aperitif', 'Cured Meat']",21.64,46.29526972,9.05,62.88
60,Tradition Müller Thurgau 2019,3.9,118,26.67,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Terlan (Terlano),Northern Italy Müller Thurgau,12.5,100 Müller-Thurgau,"['Shellfish', 'Spicy food', 'Vegetarian', 'Appetizers and snacks', 'Lean fish']",29.32,46.29526972,16.66,35.27
61,Camilla Barolo 2018,4.0,67,44.99,Italy / Northern Italy / Piemonte / Barolo,Bruna Grimaldi,Italian Barolo,14.5,100 Nebbiolo,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",62.57,76.96,1.79,83.01
62,Spanna Colline Novaresi 2018,4.0,59,24.98,Italy / Northern Italy / Piemonte,Vallana,Italian Nebbiolo,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",64.21,81.78,2.94,83.6
63,Langhe Rosso 2019,4.0,276,20.0,Italy / Northern Italy / Piemonte / Langhe,Luigi Giordano,Italian Nebbiolo,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",57.77,76.74,9.05,85.0
64,Chianti Rùfina Riserva 2016,3.8,6004,19.21,Italy / Central Italy / Toscana / Chianti / Chianti Rùfina,Castello Nipozzano,Italian Chianti,13.0,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",46.19,57.25,4.35,64.09
65,Marrano 2013,4.3,101,36.99,Italy / Northern Italy / Veneto,Vignalta,Northern Italy Red,14.5,"Cabernet Sauvignon, Merlot","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",70.0,37.31,12.01,24.16
66,Amarone della Valpolicella 2018,4.4,394,29.99,Italy / Northern Italy / Veneto / Valpolicella / Amarone della Valpolicella,Casa Vinicola Bennati,Italian Amarone,15.0,"Corvina, Rondinella, Molinara","['Beef', 'Lamb', 'Game (deer, venison)', 'Blue cheese']",85.0,23.75,47.52,26.61
67,Moscato d'Asti 2021,4.2,429,16.99,Italy / Northern Italy / Piemonte / Moscato d'Asti,Vietti,Italian Moscato d'Asti,5.0,100 Moscato,"['Fruity desserts', 'Aperitif']",30.24,46.29526972,9.05,34.75
68,PassioneSentimento Bianco 2019,3.9,366,24.99,Italy / Northern Italy / Veneto,Pasqua Vigneti e Cantine,Northern Italy White,13.0,100 Garganega,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",63.85,46.29526972,32.99,48.17
69,Sangiovese Toscana Polissena 2015,3.9,244,35.0,Italy / Central Italy / Toscana,Il Borro,Tuscan Red,13.5,100 Sangiovese,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",47.22,42.93,1.76,49.08
70,Moscato Sparkling (Dolce Spumante) 2011,3.8,37,16.99,Italy / Vino d'Italia,Bartenura,,13.79454297,,[],61.73,46.29526972,9.05,53.555
71,Perricone del Core 2019,4.1,72,29.99,Italy / Southern Italy / Terre Siciliane / Sicilia,Feudo Montoni,Southern Italy Red,13.79454297,,"['Beef', 'Pasta', 'Lamb']",74.85,43.09,26.46,30.8
72,Rustico Valdobbiadene Prosecco Superiore N.V.,3.9,8573,23.99,Italy / Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco / Conegliano-Valdobbiadene Prosecco Superiore,Nino Franco,Italian Prosecco,11.0,100 Glera,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Aperitif', 'Cured Meat']",20.24,46.29526972,9.05,61.27
73,Re Manfredi Aglianico del Vulture 2015,3.8,333,39.99,Italy / Southern Italy / Basilicata / Aglianico del Vulture,Terre degli Svevi,Southern Italy Red,14.0,100 Aglianico,"['Beef', 'Pasta', 'Lamb']",81.67,48.44,27.5,29.98
74,Duca Sanfelice Riserva 2018,3.8,122,19.99,Italy / Southern Italy / Calabria,Librandi,Southern Italy Red,14.0,100 Gaglioppo,"['Beef', 'Pasta', 'Lamb']",80.48,40.35,24.3,32.87
75,Dolcetto d'Alba 2018,3.8,312,19.99,Italy / Northern Italy / Piemonte / Dolcetto d'Alba,Cordero di Montezemolo,Northern Italy Red,13.0,100 Dolcetto,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",60.31,47.78,12.44,39.81
76,Pinot Grigio delle Venezie Il Tralcetto 2020,4.0,138,16.99,Italy / Northern Italy / Veneto / delle Venezie,Italo Cescon,Northern Italy Pinot Grigio,12.5,100 Pinot Gris,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",41.2,46.29526972,17.45,42.22
77,Masera Gavi 2020,3.8,169,14.0,Italy / Northern Italy / Piemonte / Gavi,Stefano Massone,Italian Gavi,13.79454297,,"['Pasta', 'Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",17.94,46.29526972,9.05,79.23
78,Campo Novo Cesanese del Piglio 2017,3.8,61,17.99,Italy / Central Italy / Lazio / Cesanese del Piglio,Casale della Ioria,Central Italy Red,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",44.51,44.66,6.32,50.46
79,Chardonnay Toscana Le Bruniche 2018,3.8,251,19.98,Italy / Central Italy / Toscana,Tenuta di Nozzole,Central Italy White,13.0,100 Chardonnay,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",41.74,46.29526972,24.47,66.81
80,Costera Cannonau di Sardegna 2020,3.8,248,17.99,Italy / Southern Italy / Sardegna / Cannonau di Sardegna,Argiolas,Sardinian Cannonau,14.0,100 Garnacha,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",66.98,40.58,8.51,44.21
81,Sapaio Bolgheri Volpolo 2019,4.1,806,32.99,Italy / Central Italy / Toscana / Bolgheri,Podere Sapaio,Italian Bolgheri,14.5,"70 Cabernet Sauvignon, 15 Merlot, 15 Petit Verdot","['Beef', 'Pasta', 'Lamb', 'Veal', 'Game (deer, venison)']",67.91,70.74,5.26,54.59
82,Valdadige Pinot Grigio 2019,3.9,876,15.99,Italy / Northern Italy / Trentino-Alto Adige / Valdadige,Tesoro della Regina,Northern Italy Pinot Grigio,13.79454297,,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",40.82,46.29526972,10.5,42.1
83,Vigneto Reiné Mataòssu 2019,3.8,45,29.12,Italy / Northern Italy / Liguria / Colline Savonesi,Punta Crena,Northern Italy White,12.5,Lumassina,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",62.62,46.29526972,20.55,55.22
84,Ca' del Buc Barbera d'Asti 2019,4.0,57,19.99,Italy / Northern Italy / Piemonte / Barbera d'Asti,De Forville,Italian Barbera,13.79454297,,"['Pasta', 'Veal', 'Pork', 'Game (deer, venison)', 'Poultry']",55.97,21.96,6.53,65.99
85,Sangiovese Terre di Chieti 2017,3.8,831,23.83,Italy / Central Italy / Abruzzo / Terre di Chieti,Caldora,Central Italy Red,12.5,100 Sangiovese,"['Beef', 'Pasta', 'Veal', 'Poultry']",43.23,35.52,21.74,40.64
86,Taurasi Fatica Contadina 2013,4.0,109,37.99,Italy / Southern Italy / Campania,Terredora,Southern Italy Red,14.0,100 Aglianico,"['Beef', 'Pasta', 'Lamb']",85.0,50.0,24.88,30.4
87,Dunico 2013,4.2,529,36.45,Italy / Southern Italy / Puglia / Primitivo di Manduria,Felline,Southern Italy Primitivo,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Poultry']",70.41,31.69,39.94,20.39
88,Noras Cannonau di Sardegna 2018,3.9,141,28.83,Italy / Southern Italy / Sardegna / Cannonau di Sardegna,Santadi,Sardinian Cannonau,15.0,Cannonau,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",65.43,41.27,13.12,44.59
89,Dark 2018,4.0,116,10.99,Italy / Northern Italy / Trentino-Alto Adige / Vigneti delle Dolomiti,Sonoroso,Northern Italy Red,13.0,"Merlot, Teroldego","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",70.35,32.14,15.57,19.65
90,Hérzu Langhe Riesling 2017,4.0,454,35.0,Italy / Northern Italy / Piemonte / Langhe,Ettore Germano,Northern Italy White,12.5,100 Riesling Renano,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",59.67,46.29526972,21.73,55.36
91,Jesera Pinot Grigio 2014,3.9,131,21.99,Italy / Northern Italy / Friuli-Venezia Giulia / Collio,Venica & Venica,Northern Italy Pinot Grigio,13.79454297,,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",45.94,46.29526972,13.58,38.1
92,Red Angel On The Moonlight Pinot Nero 2016,3.8,510,29.99,Italy / Northern Italy / Friuli-Venezia Giulia / Venezia Giulia,Jermann,Northern Italy Pinot Noir,13.0,100 Pinot Nero,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",30.85,20.92,2.97,64.24
93,Scassa Barbera d'Alba Superiore 2019,3.9,63,17.99,Italy / Northern Italy / Piemonte / Barbera d'Alba,Bruna Grimaldi,Italian Barbera,13.79454297,,"['Pasta', 'Veal', 'Pork', 'Game (deer, venison)', 'Poultry']",57.35,24.22,4.02,67.51
94,Toscana Torrione 2017,3.9,302,34.99,Italy / Central Italy / Toscana,Petrolo,Tuscan Red,14.0,100 Sangiovese,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",49.94,44.8,9.31,48.2
95,Alicante 2014,3.9,71,29.95,Italy / Central Italy / Toscana / Costa Toscana,Ampeleia,Tuscan Red,13.79454297,,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",39.84,41.69,1.92,51.57
96,Insolia 2020,3.8,154,16.0,Italy / Southern Italy / Terre Siciliane,Baglio di Pianetto,Southern Italy White,12.5,100 Inzolia,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",59.06,46.29526972,10.58,37.25
97,Toscana Mediterra 2017,3.9,811,21.99,Italy / Central Italy / Toscana,Poggio Al Tesoro,Tuscan Red,14.0,"40 Shiraz/Syrah, 30 Cabernet Sauvignon, 30 Merlot","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",53.44,42.9,13.11,44.51
98,Brunello di Montalcino 2012,3.9,169,34.6,Italy / Central Italy / Toscana / Brunello di Montalcino,Collelceto,Italian Brunello,14.5,100 Sangiovese,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",44.28,54.3,3.07,63.28
99,Pergolaia 2016,4.0,313,36.83,Italy / Central Italy / Toscana,Caiarossa,Tuscan Red,13.0,"Merlot, Sangiovese, Cabernet Sauvignon, Cabernet Franc","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",47.98,41.68,8.28,45.9
100,Bricco Botti Dogliani Superiore 2016,3.9,67,38.99,Italy / Northern Italy / Piemonte / Dogliani,Pecchenino,Northern Italy Red,14.0,100 Dolcetto,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",65.43,47.12,20.06,30.56
101,Mille 1 Garda Rosso 2017,3.9,589,22.08,Italy / Northern Italy / Veneto / Garda,Pratello,Northern Italy Red,14.0,"40 Corvina, 40 Rebo, 20 Merlot","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",61.25,39.99,18.83,27.59
102,Sciare Vive Rosso 2017,4.0,73,44.45,Italy / Southern Italy / Terre Siciliane / Etna,Vigneti Vecchio,Southern Italy Red,13.79454297,,"['Beef', 'Pasta', 'Lamb']",74.86,50.45,17.66,32.19
103,Pinot Nero 2019,3.9,43,31.5,Italy / Central Italy / Toscana,Montauto,Tuscan Red,13.79454297,,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",39.95,39.17,8.6,51.48
