,Name,Rating,Number of Ratings,Price,Region,Winery,Wine style,Alcohol content,Grapes,Food pairings,Bold,Tannin,Sweet,Acidic
16,Dédicace Lirac 2019,4.3,106,19.99,France / Rhone Valley / Southern Rhône / Lirac,Domaine Coudoulis,Southern Rhône Red,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)']",68.19,51.56,17.04,52.44
17,Moulin des Costes Bandol Rouge 2017,4.1,386,29.99,France / Provence / Bandol,Domaines Bunan,,13.79454297,,[],61.73,46.29526972,9.05,53.555
18,The Pale Rosé 2021,3.8,954,16.0,France / Provence,Château d'Esclans,Provence Rosé,12.5,100 Grenache,"['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",28.89,46.29526972,9.05,63.67
19,Sauternes Barsac (Premier Grand Cru Classé) 2019,4.4,42,44.99,France / Bordeaux / Sauternes / Barsac,Château Coutet,Bordeaux Sauternes,14.0,100 Sémillon,"['Fruity desserts', 'Blue cheese']",85.0,46.29526972,85.0,76.37
20,Châteauneuf-du-Pape Blanc 2019,4.2,29,49.5,France / Rhone Valley / Southern Rhône / Châteauneuf-du-Pape,Comte de Lauze,Southern Rhône White,13.79454297,,"['Pork', 'Rich fish (salmon, tuna etc)', 'Mature and hard cheese', 'Poultry', 'Cured Meat']",57.03,46.29526972,7.88,44.18
21,Bordeaux Moelleux 2019,4.3,88,10.99,France / Bordeaux / Bordeaux Moelleux,Château La Hargue,,13.79454297,,[],61.73,46.29526972,9.05,53.555
22,Notorious Pink Grenache 2017,4.2,2016,17.07,France / Vin de France,Notorious Wines,,13.79454297,,[],61.73,46.29526972,9.05,53.555
23,Saint-Joseph Rouge 2018,4.1,202,39.0,France / Rhone Valley / Northern Rhône / Saint-Joseph,Domaine Faury,Northern Rhône Saint-Joseph,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",75.13,51.05,3.83,56.88
24,Les Darons Rouge 2019,3.8,1545,17.99,France / Languedoc-Roussillon / Languedoc,Jeff Carrel,Languedoc-Roussillon Red,13.5,"75 Garnacha, 20 Shiraz/Syrah, 5 Cariñena","['Beef', 'Pasta', 'Veal']",64.61,52.01,10.02,60.73
25,Château de Berne Rosé 2020,4.2,46,15.99,France / Provence / Côtes de Provence,Château de Berne,Provence Rosé,13.79454297,,"['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",32.61,46.29526972,9.05,65.45
26,Terroir du Trias Bandol Rouge 2020,4.3,45,39.99,France / Provence / Bandol,Domaine de Terrebrune,,13.79454297,,[],61.73,46.29526972,9.05,53.555
27,Vouvray 2019,4.2,904,33.99,France / Loire Valley / Middle Loire / Touraine / Vouvray,Champalou,Loire Chenin Blanc,12.5,100 Chenin Blanc,"['Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry', 'Mild and soft cheese']",20.1,46.29526972,6.04,85.0
28,Saint-Joseph Silice 2019,4.1,283,41.17,France / Rhone Valley / Northern Rhône / Saint-Joseph,Coursodon,Northern Rhône Saint-Joseph,13.0,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",74.66,48.35,8.09,53.55
29,Médoc 2017,3.8,179,27.99,France / Bordeaux / Médoc,Château Les Grands Chênes,Bordeaux Médoc,13.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",73.04,73.51,7.11,73.04
30,Domaine Des Emois Sancerre 2020,4.1,51,32.99,France / Loire Valley / Upper Loire / Sancerre,Joseph Mellot,Upper Loire White,13.0,Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",23.5,46.29526972,6.94,66.82
31,La Fussière Maranges 1er Cru 2020,4.2,28,34.0,France / Bourgogne / Côte de Beaune / Maranges / Maranges Premier Cru,Domaine Roger Belland,Burgundy Côte de Beaune Red,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",32.77,16.19,7.1,59.76
32,Sancerre Blanc 2020,4.1,223,30.49,France / Loire Valley / Upper Loire / Sancerre,Domaine du Pré Semelé (Julien & Clément Raimbault),Upper Loire White,13.79454297,,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",20.78,46.29526972,9.05,68.85
33,Cuvée Reine Joly Savigny-les-Beaune 2018,4.2,35,36.94,France / Bourgogne / Côte de Beaune / Savigny-lès-Beaune,Camus-Bruchon & Fils,Burgundy Côte de Beaune Red,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",27.56,23.77,9.05,66.05
34,Blanc de Blancs Brut Champagne Grand Cru 'Le Mesnil-sur-Oger' N.V.,4.1,253,28.04,France / Champagne / Côte des Blancs / Champagne Grand Cru 'Le Mesnil-sur-Oger',Robert Moncuit,French Champagne,12.0,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",70.39,46.29526972,9.05,85.0
35,BriO de Cantenac Brown Margaux 2017,4.2,117,39.94,France / Bordeaux / Médoc / Margaux,Château Cantenac Brown,Bordeaux Margaux,13.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",64.07,62.54,3.01,72.33
36,Fixin Clos Moreau 2017,4.2,43,38.96,France / Bourgogne / Côte de Nuits / Fixin,Louis Jadot,Burgundy White,12.5,Chardonnay,"['Pasta', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",65.67,46.29526972,10.33,50.39
37,Cuvée Silex Vouvray 2020,4.1,231,24.99,France / Loire Valley / Middle Loire / Touraine / Vouvray,Vigneau-Chevreau,Loire Chenin Blanc,12.5,100 Chenin Blanc,"['Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry', 'Mild and soft cheese']",20.0,46.29526972,5.24,85.0
38,Réserve de La Roncière Cuvée du Vigneron Côtes-du-Rhône 2019,4.2,37,17.99,France / Rhone Valley / Southern Rhône / Côtes-du-Rhône,Domaine de la Roncière,Southern Rhône Red,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)']",60.24,54.0,9.05,53.44
39,Le Chêne Marchand Sancerre Blanc 2018,4.3,60,35.0,France / Loire Valley / Upper Loire / Sancerre,Lucien Crochet,Upper Loire White,13.0,100 Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",21.06,46.29526972,3.78,67.41
40,Chateau Leydet-Valentin Saint-Émilion Grand Cru 2018,4.2,143,51.17,France / Bordeaux / Libournais / Saint-Émilion / Saint-Émilion Grand Cru,Vignobles Leydet,Bordeaux Saint-Émilion,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",76.48,51.97,7.49,53.9
41,Pauillac (Grand Cru Classé) 2018,4.1,268,49.94,France / Bordeaux / Médoc / Pauillac,Château Grand-Puy Ducasse,Bordeaux Pauillac,14.0,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",73.1,74.56,6.49,72.2
42,Arbois Vin Jaune 2012,4.1,368,39.5,France / Jura / Côtes du Jura / Arbois,Rolet,Jura Vin Jaune,14.0,100 Savagnin,"['Spicy food', 'Mature and hard cheese', 'Poultry', 'Mushrooms']",85.0,46.29526972,9.57,49.63
43,Sancerre à Chavignol Blanc 2017,4.1,378,32.0,France / Loire Valley / Upper Loire / Sancerre,Gérard Boulay,Upper Loire White,13.0,100 Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",24.18,46.29526972,4.55,66.1
44,Pouilly-Fuissé 2018,4.2,43,27.99,France / Bourgogne / Mâconnais / Pouilly-Fuissé,Château de Pierreclos,Burgundy Mâconnais White,13.79454297,,"['Pasta', 'Vegetarian', 'Cured Meat']",39.06,46.29526972,8.38,40.47
45,Sancerre à Chavignol Blanc 2021,4.2,126,37.5,France / Loire Valley / Upper Loire / Sancerre,Gérard Boulay,Upper Loire White,12.5,100 Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",24.18,46.29526972,4.55,66.1
46,Fusion 2020,4.3,101,36.0,France / Vin de France,No Control,,13.79454297,,[],61.73,46.29526972,9.05,53.555
47,Lalande-de-Pomerol 2018,4.2,72,26.99,France / Bordeaux / Libournais / Lalande-de-Pomerol,Château Canon Chaigneau,Bordeaux Libournais Red,14.0,Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",65.27,39.49,7.4,41.7
48,Les Princes Abbés Pinot Gris Alsace 2018,4.0,168,21.99,France / Alsace,Domaines Schlumberger,Alsace Pinot Gris,13.5,100 Pinot Gris,"['Pork', 'Spicy food', 'Mushrooms', 'Cured Meat']",41.94,46.29526972,23.61,38.68
49,La Grande Berge Givry 1er Cru 2019,4.3,47,42.79,France / Bourgogne / Côte Chalonnaise / Givry / Givry Premier Cru / Givry 1er Cru 'La grande Berge',Domaine Ragot,Burgundy Côte Chalonnaise Red,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",26.11,25.64,4.14,63.45
50,Chablis Vieilles Vignes 2017,4.1,578,39.94,France / Bourgogne / Chablis,Daniel-Etienne Defaix,Burgundy Chablis,12.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",46.06,46.29526972,9.53,64.05
51,Châteauneuf-du-Pape Rouge 2019,4.3,335,47.99,France / Rhone Valley / Southern Rhône / Châteauneuf-du-Pape,Berthet-Rayne,Southern Rhône Châteauneuf-du-Pape Red,14.0,"Cinsault, Shiraz/Syrah, Grenache, Mourvedre","['Lamb', 'Pork', 'Poultry']",85.0,38.04,5.41,42.61
52,Pessac-Léognan 2014,4.0,187,34.99,France / Bordeaux / Graves / Pessac-Léognan,Château Lamothe-Bouscaut,Bordeaux Pessac-Léognan,14.0,"Cabernet Sauvignon, Malbec, Merlot","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",74.37,79.57,7.06,72.74
53,Pinot Gris Alsace Réserve Personnelle 2011,4.1,196,40.0,France / Alsace,Trimbach,Alsace Pinot Gris,13.79454297,,"['Pork', 'Spicy food', 'Mushrooms', 'Cured Meat']",46.21,46.29526972,24.7,36.58
54,Clos des Capucins Sylvaner Alsace Réserve 2019,4.2,63,32.49,France / Alsace,Domaine Weinbach,,13.79454297,,[],61.73,46.29526972,9.05,53.555
55,Domaine de La Voûte des Crozes Côte-de-Brouilly 2020,4.2,115,25.98,France / Beaujolais / Côte de Brouilly,Nicole Chanrion,Beaujolais Red,13.79454297,,"['Pasta', 'Veal', 'Pork', 'Poultry']",61.73,11.37,4.27,85.0
56,Mâcon-Cruzille 'Les Genièvrières' 2015,4.1,216,26.95,France / Bourgogne / Mâconnais / Mâcon / Mâcon-Cruzille,Guillot-Broux,Burgundy Mâconnais White,13.79454297,,"['Pasta', 'Vegetarian', 'Cured Meat']",48.65,46.29526972,5.07,44.28
57,Cuvée Girard Châteauneuf-du-Pape 2019,4.4,35,45.47,France / Rhone Valley / Southern Rhône / Châteauneuf-du-Pape,Domaine Raymond Usseglio & Fils,Southern Rhône Châteauneuf-du-Pape Red,14.5,100 Grenache,"['Lamb', 'Pork', 'Poultry']",85.0,37.24,5.68,44.52
58,Côte de Brouilly 2020,4.2,33,37.99,France / Beaujolais / Côte de Brouilly,Jean-Claude Lapalu,Beaujolais Red,14.0,100 Gamay,"['Pasta', 'Veal', 'Pork', 'Poultry']",9.36,13.78,7.21,76.64
59,Clémentin de Pape Clément Pessac-Léognan 2018,4.0,75,39.94,France / Bordeaux / Graves / Pessac-Léognan,Château Pape Clément,Bordeaux Pessac-Léognan,13.5,"50 Merlot, 49 Cabernet Sauvignon, 1 Petit Verdot","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",73.17,70.9,6.71,71.15
60,Sauternes 2019,4.3,30,43.99,France / Bordeaux / Sauternes,Château Roûmieu-Lacoste,Bordeaux Sauternes,13.79454297,,"['Fruity desserts', 'Blue cheese']",85.0,46.29526972,85.0,76.54
61,Le Bien Heureux Mâcon-Verzé 2020,4.2,51,37.42,France / Bourgogne / Mâconnais / Mâcon / Mâcon-Verzé,Domaine Nicolas Delfaud,Burgundy Mâconnais White,13.79454297,,"['Pasta', 'Vegetarian', 'Cured Meat']",53.3,46.29526972,4.01,37.51
62,Bourgogne Hautes-Côtes de Nuits 2017,4.2,31,29.0,France / Bourgogne / Bourgogne Hautes-Côtes de Nuits,Didier Fornerol,Burgundy Red,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",39.71,22.74,9.34,73.07
63,La Collonge Mâcon-Fuissé 2020,4.2,42,32.42,France / Bourgogne / Mâconnais / Mâcon / Mâcon-Fuissé,Gilles Noblet,Burgundy Mâconnais White,13.79454297,,"['Pasta', 'Vegetarian', 'Cured Meat']",44.32,46.29526972,4.8,40.11
64,Châteauneuf-du-Pape Les Sinards Rouge 2020,4.3,127,39.97,France / Rhone Valley / Southern Rhône / Châteauneuf-du-Pape,Famille Perrin,Southern Rhône Châteauneuf-du-Pape Red,14.5,Mourvedre,"['Lamb', 'Pork', 'Poultry']",83.66,37.61,7.73,43.98
65,Sarget de Gruaud Larose Saint-Julien 2018,4.2,307,84.94,France / Bordeaux / Médoc / Saint-Julien,Château Gruaud Larose,Bordeaux Saint-Julien,14.0,"49 Merlot, 39 Cabernet Sauvignon, 11 Petit Verdot, 1 Cabernet Franc","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",62.59,62.89,3.54,71.73
66,Bourgogne Hautes-Côtes de Nuits 2018,4.1,236,39.99,France / Bourgogne / Bourgogne Hautes-Côtes de Nuits,A.F. Gros,Burgundy Red,12.5,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",30.35,22.29,5.22,62.7
67,Blossom Blanc 2021,4.3,64,40.0,France / Languedoc-Roussillon,Matassa,Languedoc-Roussillon White,13.79454297,,"['Pasta', 'Vegetarian', 'Poultry', 'Lean fish', 'Aperitif']",43.35,46.29526972,0.13,38.32
68,Les Clos de Paulilles Banyuls Grand Cru 2013,4.3,52,39.99,France / Languedoc-Roussillon / Banyuls / Banyuls Grand Cru,Cazes,,13.79454297,,[],61.73,46.29526972,9.05,53.555
69,Clos des Capucins Cuvée Sainte Catherine L'Inédit Riesling Alsace Grand Cru Schlossberg 2015,4.4,106,61.02,France / Alsace / Alsace Grand Cru,Domaine Weinbach,Alsace Riesling,14.0,100 Riesling,"['Pork', 'Rich fish (salmon, tuna etc)', 'Spicy food', 'Vegetarian', 'Cured Meat']",45.02,46.29526972,32.19,75.58
70,Cuvée Alexandria 2021,4.2,36,41.0,France / Vin de Pays / Pays d'Oc / Côtes Catalanes,Matassa,Languedoc-Roussillon White,13.79454297,,"['Pasta', 'Vegetarian', 'Poultry', 'Lean fish', 'Aperitif']",42.15,46.29526972,5.97,39.82
71,Vieilles Vignes Carignan 2020,3.8,87,13.99,France / Vin de Pays / Pays d'Oc / Hérault,Mont Gravet,Languedoc-Roussillon Red,13.79454297,,"['Beef', 'Pasta', 'Veal']",63.83,52.86,3.81,63.29
72,Sancerre Rouge 2015,4.1,672,40.0,France / Loire Valley / Upper Loire / Sancerre,Domaine Vacheron,Upper Loire Red,13.0,100 Pinot Noir,"['Veal', 'Game (deer, venison)', 'Poultry']",28.38,29.85,0.26,75.43
73,Châteauneuf-du-Pape 2016,4.1,320,43.99,France / Rhone Valley / Southern Rhône / Châteauneuf-du-Pape,Crous St Martin,Southern Rhône Châteauneuf-du-Pape Red,13.79454297,,"['Lamb', 'Pork', 'Poultry']",85.0,38.11,3.99,44.81
74,Cru Fleurie Le Vivier 2020,4.1,46,26.99,France / Beaujolais / Fleurie,Yohan Lardy,Beaujolais Red,13.79454297,,"['Pasta', 'Veal', 'Pork', 'Poultry']",10.01,16.05,13.21,81.39
75,Côte de Beaune Villages 2018,3.9,104,30.94,France / Bourgogne / Côte de Beaune / Côte de Beaune Villages,Louis Jadot,Burgundy Côte de Beaune Red,13.5,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",30.42,24.05,3.0,64.33
76,Montagny Premier Cru 2014,4.0,30,39.99,France / Bourgogne / Côte Chalonnaise / Montagny / Montagny Premier Cru,Albert Bichot,Burgundy Côte Chalonnaise White,13.79454297,,"['Pasta', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",37.44,46.29526972,6.07,41.34
77,Les Allées du Vignoble Chablis 2019,4.1,168,24.44,France / Bourgogne / Chablis,Le Domaine d'Henri,Burgundy Chablis,13.79454297,,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",39.88,46.29526972,3.78,66.62
78,Saint-Émilion Grand Cru (Grand Cru Classé) 2004,4.2,235,31.0,France / Bordeaux / Libournais / Saint-Émilion / Saint-Émilion Grand Cru,Château Franc Mayne,Bordeaux Saint-Émilion,12.5,"Merlot, Cabernet Sauvignon, Cabernet Franc","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",73.84,52.44,3.52,51.35
79,Saint-Julien 2016,4.1,730,49.99,France / Bordeaux / Médoc / Saint-Julien,Château Lalande-Borie,Bordeaux Saint-Julien,13.0,"55 Merlot, 45 Cabernet Sauvignon","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",63.47,63.02,7.17,71.9
80,Vieilles Vignes Bourgogne Pinot Noir 2018,4.0,175,32.99,France / Bourgogne,Pierre Labet - François Labet,Burgundy Red,13.0,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",28.46,22.89,9.05,65.5
81,Pauillac 2016,4.1,180,43.16,France / Bordeaux / Médoc / Pauillac,Château Bellegrave,Bordeaux Pauillac,13.0,Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",74.49,77.49,4.95,73.6
82,Sancerre Les Baronnes Blanc 2021,4.0,314,30.99,France / Loire Valley / Upper Loire / Sancerre,Henri Bourgeois,Upper Loire White,14.0,100 Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",20.9,46.29526972,0.11,68.25
83,Bourgogne Pinot Noir 2015,4.1,293,27.95,France / Bourgogne,Maison Henri Boillot,Burgundy Red,13.0,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",31.82,25.6,6.63,66.62
84,Crozes-Hermitage Selection Silene 2018,4.1,534,36.0,France / Rhone Valley / Northern Rhône / Crozes-Hermitage,Domaine Jean-Louis Chave,Northern Rhône Crozes-Hermitage,13.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",64.67,50.85,4.98,46.23
85,La Closerie de Fourtet Saint-Emilion Grand Cru 2016,4.2,72,39.94,France / Bordeaux / Libournais / Saint-Émilion / Saint-Émilion Grand Cru,Clos Fourtet,Bordeaux Saint-Émilion,13.0,"Cabernet Sauvignon, Cabernet Franc, Merlot","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",76.89,58.3,5.14,52.81
86,Domaine de Bila-Haut Occultum Lapidem 2018,3.8,404,34.99,France / Languedoc-Roussillon / Côtes du Roussillon / Côtes du Roussillon Villages / Côtes du Roussillon Villages 'Latour de France',M. Chapoutier,Languedoc-Roussillon Red,14.5,100 Shiraz/Syrah,"['Beef', 'Pasta', 'Veal']",65.67,55.36,6.8,62.86
87,Lou Maset 2020,4.0,147,21.95,France / Languedoc-Roussillon / Languedoc,Domaine d'Aupilhac,Languedoc-Roussillon Red,13.79454297,,"['Beef', 'Pasta', 'Veal']",62.07,59.15,11.61,61.92
88,Vieilles Vignes Pouilly-Fuissé 2018,4.3,94,40.0,France / Bourgogne / Mâconnais / Pouilly-Fuissé,Corsin,Burgundy Mâconnais White,13.5,100 Chardonnay,"['Pasta', 'Vegetarian', 'Cured Meat']",49.03,46.29526972,2.68,38.49
89,Chablis 2020,4.1,218,29.99,France / Bourgogne / Chablis,Garnier et Fils,Burgundy Chablis,13.0,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",43.06,46.29526972,4.4,66.31
90,"Laurent Combier ""Cuvée L"" Crozes-Hermitage 2021",4.0,205,27.99,France / Rhone Valley / Northern Rhône / Crozes-Hermitage,Combier,Northern Rhône Crozes-Hermitage,13.0,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",63.68,49.23,3.88,46.61
91,Les Trois Argiles Vouvray 2017,4.2,104,17.74,France / Loire Valley / Middle Loire / Touraine / Vouvray,Domaine François et Julien Pinon,Loire Chenin Blanc,13.79454297,,"['Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry', 'Mild and soft cheese']",21.0,46.29526972,19.58,85.0
92,Gewürztraminer 2017,3.9,65,23.99,France / Alsace,Hugel,Alsace Gewürztraminer,14.1,100 Gewürztraminer,"['Pork', 'Rich fish (salmon, tuna etc)', 'Spicy food', 'Poultry', 'Mild and soft cheese']",65.59,46.29526972,43.01,25.44
93,Côtes de Provence Rosé 2020,4.1,284,27.0,France / Provence / Côtes de Provence,Domaine de I'Ile,Provence Rosé,14.5,"32 Grenache, 31 Shiraz/Syrah, 20 Cinsault, 12 Mourvedre, 5 Tibouren","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",31.34,46.29526972,9.05,66.1
94,Sélection Vieilles Vignes Chablis 2020,4.4,39,35.0,France / Bourgogne / Chablis,Francine et Olivier Savary,Burgundy Chablis,13.79454297,,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",42.16,46.29526972,5.7,65.99
95,Pouilly-Fuissé 2016,4.1,187,32.99,France / Bourgogne / Mâconnais / Pouilly-Fuissé,Cornin,Burgundy Mâconnais White,13.79454297,,"['Pasta', 'Vegetarian', 'Cured Meat']",43.56,46.29526972,2.74,39.97
96,Saint-Émilion Grand Cru 2019,4.2,91,36.99,France / Bordeaux / Libournais / Saint-Émilion / Saint-Émilion Grand Cru,Château Tour Saint-Christophe,Bordeaux Saint-Émilion,14.3,100 Cabernet Franc,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",75.62,57.82,11.24,53.07
97,Castelnau de Suduiraut Sauternes 2001,4.3,184,49.99,France / Bordeaux / Sauternes,Château Suduiraut,Bordeaux Sauternes,13.79454297,,"['Fruity desserts', 'Blue cheese']",85.0,46.29526972,85.0,76.01
98,La Collonge Pouilly-Fuissé 2020,4.2,55,40.83,France / Bourgogne / Mâconnais / Pouilly-Fuissé,Gilles Noblet,Burgundy Mâconnais White,13.79454297,,"['Pasta', 'Vegetarian', 'Cured Meat']",42.41,46.29526972,9.05,44.6
